id,exposed,covariate,outcome
1196,0,2.896611,0
1197,0,0.15581,0
1198,0,0.089353,0
1199,1,-0.667594,0
1200,0,0.659735,1
1201,0,-0.566008,0
1202,0,-2.15563,0
1203,1,-0.080312,0
1204,0,-2.120219,0
1205,1,1.504401,0
1206,0,-1.712977,0
1207,0,-0.476459,0
1208,0,0.989167,0
1209,0,-0.716302,0
1210,1,0.013622,1
1211,1,-1.353572,0
1212,1,1.275355,0
1213,0,-0.146958,0
1214,0,2.15235,0
1215,0,-0.214105,0
1216,1,0.810184,0
1217,1,0.013529,0
1218,0,-1.363159,0
1219,0,-0.000878,0
1220,0,0.612754,0
1221,0,-0.268513,0
1222,0,0.943616,1
1223,0,-0.014379,0
1224,0,-1.9678,0
1225,0,0.58213,0
1226,0,0.531477,0
1227,0,-0.174829,0
1228,1,0.895165,0
1229,1,-1.47107,0
1230,1,0.874508,1
1231,1,-0.065056,1
1232,1,-0.933114,0
1233,1,0.631348,0
1234,0,0.236318,0
1235,0,1.746819,0
1236,0,0.105952,0
1237,0,0.342827,0
1238,0,0.95657,0
1239,0,-1.76466,0
1240,0,-1.083331,0
1241,0,0.178011,1
1242,0,0.92355,0
1243,0,0.979188,0
1244,1,2.093071,0
1245,0,0.779998,0
1246,1,-1.812083,0
1247,0,0.68555,0
1248,0,0.796086,1
1249,0,2.170286,0
1250,0,-1.372838,0
1251,1,0.13051,0
1252,0,-0.043863,0
1253,0,-0.973289,0
1254,1,2.853371,0
1255,0,0.211897,1
1256,1,0.830292,0
1257,0,-0.108424,0
1258,1,-1.260174,0
1259,0,0.940199,0
1260,1,-0.526304,0
1261,1,-0.698358,1
1262,1,2.365205,0
1263,1,-0.532245,0
1264,1,-1.115907,0
1265,1,0.189763,0
1266,0,-1.361273,0
1267,0,1.488102,0
1268,0,-1.230763,0
1269,0,0.125119,0
1270,1,-0.528854,0
1271,0,-0.142078,1
1272,0,-0.596178,1
1273,1,-0.763753,1
1274,1,-2.272048,0
1275,0,0.569505,0
1276,0,-1.151032,0
1277,0,-0.034767,0
1278,0,0.734831,0
1279,0,1.259567,0
1280,1,1.637739,0
1281,0,1.206054,0
1282,0,0.796176,0
1283,1,0.094933,0
1284,0,-0.158552,0
1285,0,-0.149486,0
1286,1,-0.425389,1
1287,0,-0.692723,0
1288,1,0.631957,0
1289,0,0.063969,1
1290,1,-0.549759,1
1291,1,0.406841,1
1292,0,-0.349285,0
1293,0,0.646325,0
1294,0,2.521849,1
1295,0,0.246313,0
1296,1,0.27726,0
1297,1,-1.328042,0
1298,0,-1.933011,0
1299,1,1.957473,0
1300,1,-1.126291,0
1301,0,0.994951,0
1302,0,-1.313891,0
1303,0,-0.027337,0
1304,1,-0.227001,0
1305,0,0.001109,0
1306,0,1.839869,1
1307,1,-0.022223,1
1308,1,2.306416,0
1309,0,1.207188,0
1310,0,0.233754,0
1311,0,-0.24716,0
1312,0,-1.459524,1
1313,0,0.850095,0
1314,0,-0.723801,0
1315,1,-1.057075,1
1316,0,1.5998,0
1317,0,1.165514,0
1318,1,0.573237,1
1319,1,0.755342,0
1320,0,-1.764575,0
1321,0,-1.142573,0
1322,0,-0.408194,0
1323,1,-0.889624,0
1324,0,-0.238973,0
1325,0,0.867363,1
1326,0,1.66489,0
1327,1,0.810943,0
1328,1,-0.849768,0
1329,0,2.173263,0
1330,0,-0.406776,0
1331,1,0.153421,0
1332,0,-0.267174,0
1333,0,0.224436,0
1334,1,-0.445355,0
1335,0,1.656505,0
1336,1,0.142416,0
1337,1,-0.14594,0
1338,1,-0.120194,0
1339,1,0.561097,1
1340,0,-1.399335,0
1341,0,-0.883403,0
1342,0,-0.697687,0
1343,0,-0.021039,0
1344,1,-0.419456,0
1345,1,0.554577,0
1346,0,-1.929669,0
1347,0,1.674443,0
1348,1,0.871373,1
1349,0,-0.091656,0
1350,0,0.165496,1
1351,0,-2.123725,0
1352,1,0.64541,0
1353,0,0.596668,0
1354,1,0.178084,1
1355,1,1.996732,0
1356,1,0.411539,0
1357,1,1.104938,0
1358,0,1.076325,0
1359,1,0.88571,0
1360,0,0.147374,0
1361,1,-2.679077,0
1362,0,-0.994888,0
1363,0,0.594192,1
1364,1,0.822662,0
1365,0,-0.46068,0
1366,0,0.513868,0
1367,1,0.350399,0
1368,1,-0.588639,0
1369,1,-0.902961,0
1370,0,0.70855,0
1371,0,-1.263205,0
1372,0,0.959039,0
1373,0,1.128144,0
1374,1,0.925886,0
1375,0,-1.108253,0
1376,0,0.076561,0
1377,1,0.891914,1
1378,1,-1.350552,0
1379,0,-1.776055,0
1380,1,0.172367,0
1381,1,-3.542224,1
1382,0,-0.997794,0
1383,0,-0.661782,0
1384,1,2.056509,0
1385,0,-0.227509,1
1386,0,0.400895,0
1387,0,0.965888,0
1388,0,0.180157,0
1389,0,-1.879802,0
1390,1,-0.86512,0
1391,0,0.795359,0
1392,0,0.015033,0
1393,1,-0.073144,0
1394,0,-0.575147,1
1395,1,1.094841,1
1396,0,0.725445,0
1397,0,1.542758,0
1398,0,-0.408457,0
1399,0,0.686675,0
1400,1,0.464784,0
1401,0,-0.942604,0
1402,0,0.532924,0
1403,1,-2.193782,0
1404,0,-0.567322,0
1405,1,1.228128,0
1406,1,-1.263706,0
1407,1,0.094943,0
1408,0,1.612185,0
1409,0,-1.897568,0
1410,1,-0.949021,0
1411,0,0.551675,0
1412,1,0.300562,0
1413,1,0.730803,0
1414,1,0.978576,0
1415,0,-0.058868,1
1416,0,-1.203274,0
1417,0,0.751844,0
1418,0,0.348227,0
1419,0,-1.217767,0
1420,0,1.393202,0
1421,0,-0.968432,0
1422,0,2.492622,0
1423,0,0.682921,0
1424,0,0.972595,1
1425,0,0.148232,0
1426,1,-0.21756,0
1427,1,-1.709375,0
1428,1,1.176212,1
1429,1,-0.832107,0
1430,1,-1.085439,0
1431,1,-0.154895,0
1432,0,0.559773,0
1433,0,0.71497,0
1434,0,-1.391666,0
1435,1,-0.21008,0
1436,0,0.290674,0
1437,1,-2.150213,0
1438,1,0.619522,0
1439,0,0.128915,0
1440,0,-1.341759,0
1441,1,-1.373892,1
1442,0,0.547094,0
1443,1,-1.37074,1
1444,0,-0.744073,0
1445,1,-1.658357,0
1446,0,-1.508372,0
1447,0,-0.32769,0
1448,1,1.084549,1
1449,0,-0.23203,0
1450,0,1.170923,0
1451,1,-0.503712,0
1452,1,-1.066898,0
1453,1,0.717306,0
1454,0,1.035691,1
1455,1,1.639033,0
1456,0,0.41396,0
1457,1,0.594791,0
1458,0,-1.599433,0
1459,0,0.098106,0
1460,0,0.716475,0
1461,1,-0.787562,1
1462,1,-0.47328,0
1463,0,1.166861,0
1464,1,0.548918,0
1465,1,-0.077343,0
1466,0,-1.073085,0
1467,0,0.077917,0
1468,0,0.982301,0
1469,0,0.738622,0
1470,0,-0.007286,0
1471,1,-0.760336,0
1472,1,-0.098147,0
1473,1,-1.918157,0
1474,0,-0.598647,0
1475,0,0.522549,0
1476,0,-1.111838,0
1477,1,1.061785,1
1478,1,-0.778946,0
1479,0,-1.531212,0
1480,1,1.709796,1
1481,0,0.064835,0
1482,0,-0.029297,1
1483,0,-0.531794,0
1484,0,-1.508652,0
1485,1,-0.851184,0
1486,1,1.680676,1
1487,1,0.556265,0
1488,0,0.337412,1
1489,1,1.996932,0
1490,1,-1.451111,1
1491,0,-0.820059,0
1492,0,-0.144591,0
1493,1,0.62029,0
1494,0,-0.154098,0
1495,1,-1.111517,0
1496,0,-2.480059,0
1497,0,-0.515152,0
1498,0,-0.013971,0
1499,0,1.049769,0
1500,0,1.804962,0
1501,0,-1.221014,0
1502,0,0.148949,0
1503,1,0.08265,0
1504,0,2.177443,0
1505,0,0.382641,0
1506,0,-0.64219,0
1507,0,0.954357,0
1508,1,-0.311213,0
1509,0,1.519202,0
1510,1,-1.003591,0
1511,0,0.202179,0
1512,0,-0.628034,0
1513,1,-0.313773,0
1514,0,1.268359,0
1515,0,1.672966,0
1516,1,0.861978,0
1517,0,1.007493,0
1518,0,-0.211766,1
1519,0,-0.185452,0
1520,0,-1.376054,0
1521,1,1.387815,0
1522,0,-0.596994,0
1523,0,-2.569949,0
1524,1,0.188132,0
1525,1,1.635854,0
1526,0,0.022765,0
1527,1,1.550508,0
1528,0,-0.064484,0
1529,0,0.530498,0
1530,0,0.03008,0
1531,1,-0.814776,0
1532,0,-0.134367,1
1533,1,-0.246013,0
1534,1,0.277245,0
1535,1,-0.548746,0
1536,0,0.979784,0
1537,0,1.051994,0
1538,1,0.437315,0
1539,0,-0.375734,0
1540,1,-0.635314,0
1541,1,0.818082,0
1542,1,1.930624,0
1543,1,-0.86853,0
1544,0,0.108127,0
1545,0,1.204396,0
1546,0,0.063777,0
1547,0,0.079128,1
1548,0,-0.390392,0
1549,0,-0.337527,0
1550,0,-0.048472,0
1551,0,-0.515522,0
1552,1,2.414507,0
1553,0,-0.145246,0
1554,0,-0.321115,0
1555,0,-0.49975,0
1556,0,-1.000288,0
1557,0,-0.383753,0
1558,1,0.989618,1
1559,0,-0.57914,0
1560,0,-0.075526,0
1561,0,2.000196,1
1562,1,1.287067,0
1563,1,-0.354208,0
1564,0,0.319286,0
1565,0,0.213228,0
1566,0,0.968308,0
1567,0,-0.088172,0
1568,1,1.103695,0
1569,1,0.55638,0
1570,0,-1.671234,0
1571,0,-0.403534,0
1572,0,0.961762,0
1573,1,-0.839939,0
1574,1,2.077526,0
1575,0,0.709502,0
1576,0,-0.134174,0
1577,0,0.332861,0
1578,1,-0.214322,0
1579,1,0.748424,0
1580,0,-0.132759,0
1581,1,-0.571952,0
1582,1,0.925355,0
1583,0,1.472765,0
1584,0,1.106244,0
1585,0,1.539552,0
1586,1,-1.085916,0
1587,1,-0.580453,0
1588,1,0.30054,1
1589,0,0.198137,1
1590,0,1.197114,0
1591,0,0.293125,0
1592,0,0.326646,0
1593,1,-0.319382,0
1594,1,0.470816,0
1595,0,0.247862,0
1596,1,2.391616,0
1597,0,2.052845,0
1598,0,-0.336566,1
1599,0,-0.221378,0
1600,1,0.57203,0
1601,0,-0.769397,0
1602,0,1.07075,0
1603,1,-1.3942,0
1604,0,0.050662,0
1605,0,-2.176056,0
1606,0,1.633121,0
1607,0,1.763614,1
1608,1,-1.465299,0
1609,0,0.316687,0
1610,0,1.047779,1
1611,0,0.621371,0
1612,0,-0.681855,0
1613,0,-1.033113,0
1614,0,-1.22077,0
1615,0,0.653896,0
1616,0,-0.059018,0
1617,1,-1.361763,0
1618,0,-0.160166,0
1619,1,-1.895986,0
1620,1,-0.971232,0
1621,0,0.560953,0
1622,0,-1.157566,0
1623,0,-1.001123,0
1624,1,-1.026631,0
1625,0,0.139709,0
1626,1,0.293007,0
1627,1,1.44963,0
1628,0,0.101566,0
1629,0,-0.200374,0
1630,0,-1.147338,0
1631,0,0.850846,0
1632,1,-1.153038,0
1633,0,1.187911,0
1634,1,-0.373386,0
1635,0,-1.824444,0
1636,0,0.367035,1
1637,1,0.923617,0
1638,1,-1.840223,0
1639,0,0.012601,0
1640,1,0.162906,0
1641,1,1.709005,0
1642,1,0.257795,0
1643,0,0.729024,0
1644,0,-0.804271,0
1645,0,1.18212,0
1646,1,0.328183,1
1647,0,-1.933137,1
1648,0,-1.264377,0
1649,1,-0.236257,0
1650,0,1.672448,0
1651,0,1.121819,0
1652,0,-1.324426,0
1653,0,-1.502842,1
1654,0,0.39261,0
1655,1,1.485257,0
1656,0,0.019307,0
1657,1,0.03645,0
1658,0,-0.428462,0
1659,0,0.287455,0
1660,0,-0.294342,0
1661,0,-1.439485,0
1662,0,-1.593539,0
1663,0,-0.115794,0
1664,1,0.007801,0
1665,1,2.22807,1
1666,0,1.142292,0
1667,1,-1.452461,0
1668,0,-0.322166,1
1669,0,0.397866,0
1670,1,-1.193709,0
1671,0,1.511198,0
1672,1,-1.403677,0
1673,0,1.675278,0
1674,0,0.292273,0
1675,0,1.4316,0
1676,0,-1.468979,0
1677,0,-0.398445,1
1678,0,-1.048586,0
1679,1,0.562793,1
1680,0,-0.081547,0
1681,0,-1.069217,1
1682,0,0.74049,0
1683,1,0.448738,0
1684,0,-0.966491,0
1685,1,-0.708959,0
1686,0,-0.62309,0
1687,0,0.506363,0
1688,0,2.557305,0
1689,0,1.010164,0
1690,1,0.301859,0
1691,1,1.14626,0
1692,0,1.387321,0
1693,0,-1.522829,0
1694,0,0.844089,0
1695,0,2.309088,0
1696,1,-0.822062,0
1697,0,-2.400545,0
1698,1,0.710436,0
1699,1,-1.227125,0
1700,1,0.404621,0
1701,0,0.187549,1
1702,0,-0.255134,0
1703,1,0.580052,0
1704,0,0.445587,0
1705,0,-0.044784,1
1706,0,0.402132,0
1707,1,-0.051573,0
1708,0,0.181998,0
1709,1,-0.053649,0
1710,1,1.007415,0
1711,0,-0.476369,0
1712,0,-1.246918,0
1713,1,1.025615,0
1714,1,-0.122987,0
1715,0,0.013273,0
1716,0,-2.445774,0
1717,0,1.281601,0
1718,0,1.234434,1
1719,0,-0.616569,0
1720,0,0.306053,0
1721,0,-1.487844,0
1722,0,1.283322,0
1723,0,-0.739393,0
1724,1,-1.331105,0
1725,0,-1.739819,0
1726,1,-0.138678,0
1727,1,-0.503212,0
1728,1,0.564911,0
1729,0,0.912062,0
1730,1,-0.416666,0
1731,1,1.005875,0
1732,0,-1.384604,0
1733,1,-0.198533,0
1734,0,-0.860044,0
1735,0,0.288548,0
1736,1,0.520773,0
1737,0,0.744318,0
1738,0,-0.72528,0
1739,0,-1.280329,0
1740,1,1.092926,0
1741,0,-1.507413,0
1742,1,0.933342,0
1743,1,0.587427,0
1744,0,0.447659,0
1745,0,1.116188,0
1746,1,0.12819,0
1747,1,-0.517769,0
1748,0,1.00471,0
1749,1,0.610785,1
1750,0,-0.716951,1
1751,1,-0.641543,0
1752,0,1.206933,0
1753,0,1.796033,0
1754,0,0.94891,0
1755,0,-0.461837,0
1756,0,0.42481,0
1757,0,0.167938,0
1758,1,-0.779051,0
1759,1,-1.644639,0
1760,0,0.755083,0
1761,0,0.411753,0
1762,1,-0.415789,0
1763,1,0.629724,0
1764,0,-0.111454,0
1765,0,-0.470814,0
1766,1,1.397038,0
1767,0,0.990292,0
1768,0,-0.562705,0
1769,0,-0.961202,0
1770,1,0.52828,0
1771,1,0.197162,0
1772,0,-0.516189,1
1773,1,-1.746671,0
1774,0,0.992247,0
1775,1,-0.494282,0
1776,0,0.199637,0
1777,0,0.851557,0
1778,0,-0.405191,0
1779,0,-0.006559,0
1780,0,-0.559986,0
1781,1,-0.498868,0
1782,0,0.798059,0
1783,1,-0.357372,1
1784,1,0.079613,1
1785,0,-0.429511,0
1786,0,-1.102172,0
1787,0,-1.290044,0
1788,0,1.214782,1
1789,1,-1.122922,1
1790,0,0.204477,0
1791,1,-0.061112,0
1792,0,-0.520442,0
1793,0,-0.554342,1
1794,1,-0.878225,0
1795,0,-3.020668,0
1796,0,1.391802,0
1797,0,0.79421,0
1798,0,-0.675251,0
1799,1,0.406178,1
1800,1,0.71545,0
1801,0,0.515095,0
1802,0,-0.51062,0
1803,0,1.306425,0
1804,0,1.715699,1
1805,0,0.802495,0
1806,0,-0.026724,0
1807,0,0.631222,0
1808,1,0.292747,0
1809,1,1.589447,0
1810,0,-0.090922,1
1811,1,1.032493,0
1812,0,0.102194,0
1813,0,0.138515,1
1814,1,0.315768,0
1815,1,1.760085,0
1816,1,0.940294,0
1817,0,1.659253,0
1818,0,0.834747,0
1819,0,0.593681,0
1820,0,0.134736,0
1821,1,1.521529,0
1822,0,-1.700227,0
1823,0,0.978849,0
1824,0,-0.461232,0
1825,0,0.996768,0
1826,1,-1.256278,0
1827,0,2.209066,1
1828,0,-0.122207,0
1829,0,-1.24972,0
1830,1,0.895001,1
1831,0,1.797057,0
1832,1,-0.332275,0
1833,0,0.666217,0
1834,0,0.461877,1
1835,0,-0.430244,0
1836,1,-0.414692,0
1837,0,1.023623,0
1838,1,-0.938135,0
1839,0,0.616411,0
1840,0,0.160693,0
1841,1,0.659014,0
1842,0,1.556034,0
1843,0,0.670975,0
1844,0,-1.024498,0
1845,0,-1.5246,0
1846,1,-0.548357,0
1847,0,-0.324509,0
1848,0,-0.331911,0
1849,0,0.150451,0
1850,1,-0.540136,0
1851,0,1.470443,1
1852,1,0.28747,0
1853,1,0.874162,0
1854,0,-0.596089,0
1855,0,-1.345214,0
1856,0,0.605136,1
1857,0,0.472371,0
1858,0,0.658785,0
1859,0,-1.127193,0
1860,1,-1.422002,1
1861,1,-2.085218,0
1862,0,0.252256,0
1863,1,-0.973595,0
1864,0,0.570552,0
1865,0,0.330709,0
1866,0,-0.018127,0
1867,1,-1.767981,0
1868,0,2.101129,0
1869,1,-0.682341,0
1870,0,-0.775584,0
1871,1,0.038258,0
1872,0,-0.581144,0
1873,0,0.517561,1
1874,1,0.792597,0
1875,1,-1.371357,0
1876,0,1.170546,0
1877,0,-0.033785,0
1878,0,1.569023,0
1879,0,-0.781318,0
1880,0,-0.32939,0
1881,1,0.026277,0
1882,0,-0.29409,0
1883,0,1.013965,0
1884,0,-0.793796,0
1885,1,0.52774,0
1886,0,0.320562,0
1887,1,-0.869784,0
1888,0,0.361587,0
1889,0,1.185384,0
1890,0,1.011164,0
1891,1,2.056449,1
1892,0,-0.103676,0
1893,0,0.138275,0
1894,0,-1.174071,0
1895,0,-1.463945,0
1896,1,-0.237694,0
1897,0,0.563452,0
1898,1,1.765963,0
1899,0,-2.016873,0
1900,1,0.674211,0
1901,1,0.6228,0
1902,1,0.755217,0
1903,1,-1.377091,0
1904,0,0.58911,0
1905,1,0.111448,0
1906,0,0.765192,0
1907,0,2.130101,0
1908,1,-1.592342,0
1909,0,0.047507,0
1910,0,-0.148322,0
1911,1,0.12398,0
1912,0,-1.405795,0
1913,0,1.173922,0
1914,0,0.215354,0
1915,0,0.240139,0
1916,1,0.453804,0
1917,0,0.984035,0
1918,0,-0.612343,1
1919,1,1.451363,0
1920,1,1.716759,1
1921,1,-0.988504,0
1922,0,-0.484632,0
1923,0,-0.537035,0
1924,0,1.775912,0
1925,0,-0.704477,0
1926,1,-1.661012,0
1927,0,0.92521,0
1928,0,0.240501,0
1929,0,-0.062429,0
1930,0,0.339371,0
1931,0,0.456583,0
1932,1,0.053204,0
1933,0,-1.110991,0
1934,1,-0.795072,1
1935,1,-1.230029,0
1936,0,0.102784,0
1937,1,-0.731456,0
1938,1,-1.57296,0
1939,0,-0.695605,0
1940,0,-0.309412,0
1941,1,0.263865,0
1942,0,1.506721,0
1943,0,0.017035,1
1944,0,-0.018668,0
1945,1,1.30213,0
1946,0,1.665693,0
1947,0,-0.528208,1
1948,0,-1.68704,0
1949,0,-1.721925,0
1950,0,-0.538455,0
1951,1,-0.013866,1
1952,0,0.573087,0
1953,0,-1.013192,0
1954,0,1.581944,0
1955,0,1.564118,0
1956,1,-1.850625,0
1957,1,-0.894103,0
1958,0,-0.677955,0
1959,0,-0.698129,0
1960,0,-0.133031,0
1961,0,-1.678413,0
1962,0,-0.753551,0
1963,1,-0.903034,1
1964,1,-1.445942,1
1965,0,-0.964747,0
1966,1,0.04989,0
1967,0,-0.82339,0
1968,0,-0.665339,0
1969,1,0.45706,0
1970,1,0.463702,0
1971,1,-1.384166,0
1972,1,1.957321,0
1973,1,-0.372705,0
1974,0,-0.977398,0
1975,0,0.678551,1
1976,0,-2.149188,0
1977,1,-0.772987,0
1978,1,-0.241118,0
1979,1,1.424392,0
1980,0,0.232074,0
1981,1,0.638,1
1982,0,0.273916,0
1983,1,-0.131425,0
1984,1,1.465786,0
1985,0,1.605535,0
1986,0,0.108095,0
1987,1,-0.793493,1
1988,0,0.188722,0
1989,0,-1.049473,0
1990,0,-1.442653,0
1991,0,-2.071116,0
1992,1,0.078922,0
1993,1,1.558457,0
1994,1,0.72811,0
1995,0,1.131262,0
1996,1,-0.194541,0
1997,0,-0.977614,0
1998,0,0.766728,0
1999,0,-1.358511,0
2000,0,1.293093,0
2001,1,1.491882,0
2002,0,0.25862,0
2003,0,0.362639,0
2004,1,0.829628,0
2005,0,-0.836879,0
2006,1,-0.753257,0
2007,0,-0.01695,0
2008,0,-1.179577,0
2009,0,-0.501852,1
2010,1,-0.046124,0
2011,1,0.54605,0
2012,0,-0.293014,0
2013,0,1.618507,0
2014,1,0.6764,0
2015,0,-1.579607,0
2016,0,0.23408,0
2017,0,0.463939,0
2018,0,0.134686,0
2019,0,-1.237628,0
2020,0,1.261459,0
2021,1,0.98727,0
2022,1,0.673318,0
2023,1,0.039312,0
2024,0,1.407084,0
2025,0,-0.423695,0
2026,0,0.122453,0
2027,0,0.439706,1
2028,0,-1.479506,0
2029,1,0.991799,0
2030,0,0.014384,0
2031,0,1.233218,0
2032,1,1.269741,0
2033,0,0.883435,0
2034,0,0.296378,1
2035,1,-0.576931,0
2036,0,-0.346132,0
2037,0,0.739053,0
2038,1,0.042665,0
2039,1,-0.504669,0
2040,1,-1.017826,0
2041,0,0.500517,0
2042,0,0.74516,0
2043,1,0.130493,1
2044,0,0.125027,0
2045,0,0.198755,0
2046,0,-0.849969,0
2047,0,1.006672,0
2048,0,0.501795,0
2049,0,0.773061,0
2050,0,0.00073,0
2051,1,-2.063984,0
2052,0,-0.266693,0
2053,0,-0.291195,0
2054,1,-0.25146,0
2055,1,0.239515,0
2056,0,1.848203,1
2057,0,1.705872,0
2058,0,0.948033,1
2059,1,-1.552421,0
2060,0,-0.291702,0
2061,0,1.227659,1
2062,1,-1.150344,0
2063,0,-0.970776,0
2064,0,-0.561271,0
2065,0,1.364313,0
2066,1,0.030189,0
2067,0,0.008172,0
2068,0,0.90147,1
2069,0,-0.952482,0
2070,1,0.687496,0
2071,0,0.669584,0
2072,0,0.79087,0
2073,1,-0.551012,0
2074,0,-1.386954,0
2075,1,0.620695,0
2076,1,0.890726,1
2077,0,1.250003,0
2078,1,0.250868,0
2079,1,1.753946,0
2080,0,-1.331561,0
2081,1,1.017353,0
2082,0,0.410677,0
2083,0,-0.063932,0
2084,0,0.004839,0
2085,0,0.011653,0
2086,1,0.701845,0
2087,1,-0.551908,0
2088,1,0.613336,1
2089,1,1.140227,0
2090,0,0.172596,0
2091,1,-0.538737,0
2092,0,0.558969,0
2093,0,-1.749087,0
2094,1,-0.450933,0
2095,1,1.748135,0
2096,0,1.98904,0
2097,0,-1.581042,0
2098,0,2.28347,0
2099,1,0.576705,0
2100,0,-1.39428,0
2101,0,-0.745032,0
2102,0,1.010119,1
2103,1,-0.427096,0
2104,0,-0.358855,0
2105,0,-0.113007,0
2106,1,-0.309297,1
2107,1,2.676816,0
2108,0,-1.228954,0
2109,1,-0.080713,1
2110,0,-1.040643,0
2111,1,-0.03635,0
2112,0,1.59233,0
2113,1,-1.079977,0
2114,1,0.46469,0
2115,1,0.280398,0
2116,0,1.191618,0
2117,0,0.349369,0
2118,0,-1.585931,0
2119,1,-2.335219,0
2120,0,0.563044,0
2121,0,1.062547,0
2122,0,-0.863117,0
2123,0,-1.167334,0
2124,0,0.780378,0
2125,0,0.091181,0
2126,0,0.092838,0
2127,0,-0.295918,0
2128,0,0.622542,0
2129,1,0.245344,1
2130,1,-0.116699,0
2131,1,-1.013288,0
2132,1,0.661095,0
2133,0,0.31917,0
2134,1,-0.924025,0
2135,0,-0.778613,0
2136,0,0.81697,0
2137,1,-2.768413,0
2138,1,0.890748,0
2139,1,-0.270645,0
2140,0,1.409574,0
2141,1,-0.432166,0
2142,1,-1.623251,1
2143,0,1.62792,0
2144,0,1.479827,1
2145,0,-0.553062,0
2146,0,-0.776326,0
2147,0,0.802541,0
2148,0,0.850017,0
2149,1,-1.060561,0
2150,1,-1.476795,1
2151,1,0.410189,0
2152,0,-0.974346,0
2153,0,-1.996208,0
2154,1,1.506169,1
2155,0,0.2192,0
2156,0,0.094766,0
2157,0,-1.321196,0
2158,0,0.17536,0
2159,1,0.552824,1
2160,0,-1.260454,1
2161,0,-0.713841,0
2162,0,1.148365,0
2163,0,-2.052004,0
2164,0,0.462402,0
2165,0,0.434851,0
2166,1,1.990774,1
2167,1,0.338056,0
2168,0,-1.867912,0
2169,0,-1.188446,0
2170,0,-1.17557,0
2171,0,-0.209789,0
2172,0,-0.12158,0
2173,0,-0.965033,0
2174,0,-0.586522,0
2175,0,0.398006,0
2176,0,-0.886242,1
2177,0,0.189906,0
2178,0,2.54047,0
2179,0,0.859062,0
2180,0,0.538505,0
2181,1,-1.334377,0
2182,0,-0.029042,0
2183,0,-0.156601,0
2184,1,0.581395,0
2185,0,0.5068,0
2186,1,0.531284,1
2187,0,-0.283076,0
2188,1,0.721843,1
2189,0,0.121176,0
2190,1,-0.39822,0
2191,1,-0.819355,0
2192,0,-1.878376,0
2193,0,-0.091975,0
2194,1,0.9518,0
2195,0,-2.426651,1
2196,0,-0.737127,0
2197,0,0.437595,0
2198,0,1.880646,0
2199,0,-0.631787,0
2200,1,-0.527111,0
2201,0,-1.444402,0
2202,1,0.44673,0
2203,0,-1.543857,0
2204,0,-2.594085,0
2205,0,-0.631182,0
2206,0,0.310263,0
2207,0,-1.028551,0
2208,1,-1.403711,0
2209,0,-2.303644,0
2210,0,0.522615,0
2211,0,-1.405374,0
2212,1,0.588108,1
2213,1,-1.74491,0
2214,1,-0.350042,0
2215,0,1.049147,0
2216,0,1.231103,0
2217,1,1.55962,0
2218,0,0.892887,0
2219,0,-0.366374,0
2220,0,-0.379835,0
2221,1,1.497805,0
2222,0,-0.942987,0
2223,1,-0.782131,0
2224,0,0.81571,0
2225,0,-0.148304,0
2226,1,-0.357546,0
2227,1,0.336643,0
2228,1,-0.135412,0
2229,0,-0.514965,0
2230,1,0.868704,0
2231,1,0.892974,1
2232,1,0.59002,0
2233,0,-1.070777,0
2234,0,1.560779,0
2235,1,1.82578,0
2236,0,1.195678,0
2237,1,2.166307,0
2238,0,2.533129,0
2239,1,0.45272,0
2240,0,0.782602,0
2241,0,-2.680192,0
2242,1,0.243756,1
2243,0,-0.284941,0
2244,1,1.30607,0
2245,1,-0.227359,0
2246,0,-0.57438,0
2247,0,0.625892,0
2248,0,1.928791,0
2249,0,-0.880353,0
2250,1,-0.84216,0
2251,1,0.214581,0
2252,0,2.887202,0
2253,0,-0.003268,0
2254,0,0.244175,0
2255,0,-0.41066,0
2256,1,-1.227045,0
2257,0,-0.185675,0
2258,1,-0.548936,0
2259,0,0.936463,0
2260,0,0.346162,0
2261,1,0.619856,1
2262,0,-0.859675,0
2263,0,-0.472626,0
2264,1,0.421109,1
2265,0,1.079312,0
2266,1,-0.394511,0
2267,0,0.719263,0
2268,0,0.558849,0
2269,1,2.453998,0
2270,0,-0.932248,0
2271,0,-2.602171,0
2272,0,-0.787437,1
2273,1,-0.72744,0
2274,0,0.987569,0
2275,0,-1.239363,0
2276,1,-0.730835,0
2277,1,0.424137,0
2278,1,1.099532,0
2279,1,-0.480715,1
2280,1,1.150428,0
2281,0,0.617949,0
2282,0,-0.075806,0
2283,0,-0.60511,0
2284,1,0.240278,0
2285,0,-0.864641,0
2286,0,-0.263812,0
2287,0,1.53218,0
2288,0,0.253672,0
2289,0,0.86546,1
2290,0,-2.197903,1
2291,1,-0.797087,1
2292,0,-0.94656,0
2293,0,2.035816,0
2294,1,1.047092,0
2295,0,0.116712,0
2296,1,0.522725,0
2297,0,1.20827,0
2298,1,-0.237699,0
2299,0,0.997448,0
2300,1,0.025356,0
2301,0,0.24445,0
2302,0,-0.329149,0
2303,1,0.120801,0
2304,0,0.521816,0
2305,1,0.66795,1
2306,1,0.15479,1
2307,0,-0.092445,0
2308,1,0.199064,0
2309,0,-0.400187,0
2310,0,-1.547782,1
2311,1,-0.456622,0
2312,0,-0.412036,0
2313,0,0.101402,1
2314,0,1.445748,0
2315,1,-0.687708,0
2316,0,-2.309008,0
