id,y,exposed,covariate
963,1.697823,0,-0.350784
964,1.247053,1,-0.291784
965,4.467654,1,1.074872
966,1.723711,0,-0.05084
967,1.820627,0,1.045111
968,2.175566,0,-0.443882
969,2.335978,0,-1.26326
970,1.205519,0,-0.097408
971,-2.230357,1,1.592042
972,1.287265,1,-1.246321
973,2.159428,0,-0.692508
974,2.051265,0,0.929224
975,1.627871,0,-0.44293
976,2.027563,0,-0.953303
977,0.699711,1,-1.802435
978,2.461918,0,-0.649445
979,2.235489,0,-0.085903
980,6.948507,1,-0.974066
981,1.387084,1,-0.002505
982,2.026504,0,-0.393458
983,2.185848,0,0.395044
984,4.496969,1,-0.213373
985,1.641095,0,-0.39132
986,3.131914,1,0.443216
987,1.820141,0,-1.461077
988,1.238755,0,1.473015
989,1.696768,0,0.218291
990,2.0124,0,0.480622
991,1.488366,0,1.053058
992,3.487671,1,-2.486388
993,1.090388,0,0.575256
994,3.092716,1,-0.115531
995,3.511246,1,-0.159046
996,1.639438,0,-0.015891
997,4.41918,1,-0.002383
998,2.164481,0,1.330066
999,4.527725,1,-0.969477
1000,2.736815,0,-0.844731
1001,1.42395,0,0.436435
1002,2.231609,1,0.931536
1003,2.494852,0,0.344152
1004,3.635326,1,-0.845255
1005,1.239694,0,0.611105
1006,2.020708,1,1.061563
1007,1.265985,1,-0.310348
1008,5.19984,1,0.434258
1009,1.211978,0,1.440386
1010,6.901601,1,0.223537
1011,-0.608731,1,0.815824
1012,3.148922,0,-1.105714
1013,2.062716,0,0.675939
1014,2.444144,0,-0.208992
1015,3.011119,0,-1.349152
1016,1.774215,0,-0.071523
1017,2.977294,1,0.681076
1018,5.874642,1,-0.883746
1019,2.939671,1,-1.423371
1020,2.378629,1,0.835856
1021,1.889296,0,0.802996
1022,1.329039,0,1.248238
1023,1.545399,1,1.107904
1024,1.296679,0,0.854177
1025,1.302504,0,1.990582
1026,2.488426,0,1.172868
1027,1.912967,0,-0.326521
1028,1.065677,0,1.196908
1029,1.496208,0,0.519258
1030,4.001487,1,0.809602
1031,6.094211,1,-0.692915
1032,2.053032,0,-0.796838
1033,3.001275,1,-0.366122
1034,0.743313,0,0.707651
1035,2.474242,0,-0.668465
1036,2.479479,0,-1.585674
1037,2.406201,1,0.502362
1038,1.933861,0,-0.634667
1039,3.789791,1,0.321965
1040,2.588755,0,-0.803622
1041,0.72555,1,-0.358263
1042,3.420463,0,-2.308016
1043,1.885087,0,0.447573
1044,-1.264003,1,-1.191638
1045,0.578902,1,1.103308
1046,1.937413,0,-0.203294
1047,4.23834,1,-0.861089
1048,3.126483,1,0.64364
1049,3.474114,1,-1.077293
1050,2.654728,0,-0.000415
1051,2.859698,0,-0.648388
1052,0.967782,0,1.727512
1053,0.654204,0,0.566828
1054,3.916317,1,-1.252121
1055,2.89699,0,-1.090101
1056,3.082085,1,-1.335439
1057,2.403939,1,1.924052
1058,4.448206,1,-0.164355
1059,2.242509,1,1.299083
1060,1.212247,0,0.284382
1061,2.240986,0,0.499929
1062,2.092684,0,0.622603
1063,1.93143,0,0.395659
1064,2.563303,0,0.329508
1065,1.562436,0,0.993789
1066,1.583452,0,0.764503
1067,3.394429,1,-0.883334
1068,2.153584,0,-0.304649
1069,2.275999,0,-1.094314
1070,2.45484,0,-1.650005
1071,4.461923,1,-0.531088
1072,2.570932,0,-1.331186
1073,3.845141,1,-1.351595
1074,0.946049,1,-0.076492
1075,3.72624,0,-2.053721
1076,1.790571,0,0.504104
1077,-1.617037,1,0.231199
1078,2.009743,0,0.829271
1079,-0.238643,0,2.257387
1080,2.339801,1,0.957986
1081,2.180241,1,0.788824
1082,0.504801,0,1.455493
1083,2.327841,0,0.513757
1084,1.741371,0,1.052782
1085,2.187292,0,-2.152598
1086,4.242179,1,1.253517
1087,1.527587,0,1.827344
1088,4.850837,1,0.198227
1089,1.053498,0,0.542987
1090,5.736764,1,0.100923
1091,-0.48366,1,0.984751
1092,1.679573,0,0.048888
1093,0.874438,1,0.506123
1094,3.240848,1,-0.776758
1095,1.781202,1,1.583813
1096,2.942008,1,0.071629
1097,1.169649,1,-0.186615
1098,2.617153,1,0.613211
1099,0.558138,1,-0.783656
1100,4.404673,1,0.334943
1101,5.603486,1,-1.494863
1102,3.285047,1,-2.120297
1103,1.617922,1,0.550574
1104,3.091527,0,-0.786053
1105,1.565228,1,0.389168
1106,1.724663,0,-0.403823
1107,3.121305,0,-1.602226
1108,2.41692,0,-0.121445
1109,1.463464,1,0.106161
1110,2.451205,1,-0.092483
1111,2.531883,0,-0.745416
1112,3.067218,1,-0.131197
1113,1.145331,1,0.06937
1114,1.341715,0,-0.156142
1115,1.808969,0,0.203379
1116,2.171524,0,-1.561629
1117,2.343639,0,-1.39435
1118,2.807032,0,-1.617511
1119,1.889641,1,-1.734343
1120,1.008827,0,1.8212
1121,2.639946,0,-1.185241
1122,2.121474,0,-1.104769
1123,0.300349,0,1.352449
1124,1.766272,0,1.009193
1125,1.813742,0,-0.464921
1126,1.405549,0,1.287757
1127,4.014967,1,1.033026
1128,2.582011,0,-1.537282
1129,2.250918,0,-0.56512
1130,2.39337,0,-0.403369
1131,2.053964,0,-0.206945
1132,1.923448,0,-0.429159
1133,3.274326,1,-1.440851
1134,6.040289,1,-1.519562
1135,2.13659,0,-0.519479
1136,2.202229,0,0.982741
1137,2.395823,0,0.112653
1138,3.259204,1,0.847396
1139,1.526454,0,0.273567
1140,2.925597,1,-0.156266
1141,3.693635,1,-1.522828
1142,0.434179,0,2.082871
1143,1.119602,1,1.653028
1144,4.524049,1,-0.637143
1145,1.772702,0,0.545778
1146,2.160946,0,-0.804827
1147,6.531526,1,0.056935
1148,0.895124,1,0.340503
1149,4.624909,1,-1.117503
1150,3.025963,0,-0.278179
1151,5.689941,1,0.045957
1152,3.118358,0,-2.243085
1153,2.612253,0,-2.529806
1154,2.068939,0,-0.27593
1155,1.491157,0,0.351845
1156,1.000374,0,0.874241
1157,2.196548,0,-0.487424
1158,1.196685,1,1.634146
1159,2.924256,0,-0.846197
1160,2.296862,0,-2.025383
1161,3.497213,1,-0.48561
1162,1.823561,0,0.510971
1163,1.737217,0,-0.194999
1164,2.767004,0,0.258629
1165,1.778715,0,1.018494
1166,0.956945,1,0.630859
1167,1.443763,0,0.867992
1168,1.133027,1,0.996655
1169,1.673397,1,2.228708
1170,0.616479,1,0.187744
1171,-2.64035,1,-0.479424
1172,2.422284,0,-0.847136
1173,1.691142,0,-1.297208
1174,3.472404,1,1.431924
1175,1.991738,1,1.491471
1176,3.99299,1,-0.100086
1177,0.988925,0,0.578521
1178,2.59529,0,-1.043162
1179,1.260834,0,1.992901
1180,1.326151,0,0.156525
1181,1.895959,0,0.508727
1182,2.311422,0,0.471702
1183,0.480785,0,1.930555
1184,3.799699,1,0.242444
1185,2.898784,0,-2.354854
1186,1.298378,0,0.892224
1187,4.188217,1,-0.527737
1188,0.905119,1,1.403416
1189,4.634048,1,0.472072
1190,3.372212,1,1.303228
1191,3.452644,1,-0.239455
1192,1.403842,0,0.893884
1193,0.976216,0,1.16727
1194,3.149084,1,0.993189
1195,1.653911,0,0.369081
1196,3.502999,1,0.26613
1197,0.888264,0,1.362058
1198,3.488815,1,-1.845204
1199,2.771075,0,-2.434499
1200,1.736806,0,-1.002102
