stratum,psu,weight,domain,outcome
2,29,200.0,0,0
2,29,200.0,1,0
2,29,200.0,1,1
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,0,0
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,0,0
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,1,0
2,29,200.0,1,1
2,29,200.0,0,0
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,1
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,0,0
2,30,200.0,0,1
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,1
2,30,200.0,1,0
2,30,200.0,0,1
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,0
2,30,200.0,1,0
3,1,400.0,1,0
3,1,400.0,0,1
3,1,400.0,1,0
3,1,400.0,1,0
3,1,400.0,1,1
3,1,400.0,0,0
3,1,400.0,1,1
3,1,400.0,1,0
3,1,400.0,1,1
3,1,400.0,0,1
3,1,400.0,1,1
3,1,400.0,0,0
3,1,400.0,1,0
3,1,400.0,1,1
3,1,400.0,0,1
3,1,400.0,0,1
3,1,400.0,1,1
3,1,400.0,1,1
3,1,400.0,0,1
3,1,400.0,1,1
3,2,400.0,1,1
3,2,400.0,0,0
3,2,400.0,1,1
3,2,400.0,1,1
3,2,400.0,0,0
3,2,400.0,1,1
3,2,400.0,0,0
3,2,400.0,1,1
3,2,400.0,0,1
3,2,400.0,1,1
3,2,400.0,0,1
3,2,400.0,1,0
3,2,400.0,0,0
3,2,400.0,0,0
3,2,400.0,1,1
3,2,400.0,1,0
3,2,400.0,1,1
3,2,400.0,1,1
3,2,400.0,1,1
3,2,400.0,1,0
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,0
3,3,400.0,0,0
3,3,400.0,0,0
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,1
3,3,400.0,0,0
3,3,400.0,0,0
3,3,400.0,0,0
3,3,400.0,0,0
3,3,400.0,0,1
3,4,400.0,1,1
3,4,400.0,1,1
3,4,400.0,0,1
3,4,400.0,1,0
3,4,400.0,1,0
3,4,400.0,0,1
3,4,400.0,1,1
3,4,400.0,1,0
3,4,400.0,1,1
3,4,400.0,1,1
3,4,400.0,0,0
3,4,400.0,1,1
3,4,400.0,0,1
3,4,400.0,0,1
3,4,400.0,1,1
3,4,400.0,1,0
3,4,400.0,0,1
3,4,400.0,0,0
3,4,400.0,1,1
3,4,400.0,1,1
3,5,400.0,1,1
3,5,400.0,0,1
3,5,400.0,1,1
3,5,400.0,0,1
3,5,400.0,0,1
3,5,400.0,1,1
3,5,400.0,1,0
3,5,400.0,0,1
3,5,400.0,1,1
3,5,400.0,1,0
3,5,400.0,1,1
3,5,400.0,1,1
3,5,400.0,1,1
3,5,400.0,1,1
3,5,400.0,1,1
3,5,400.0,1,0
3,5,400.0,1,1
3,5,400.0,1,0
3,5,400.0,0,1
3,5,400.0,1,0
3,6,400.0,1,0
3,6,400.0,1,1
3,6,400.0,1,1
3,6,400.0,1,0
3,6,400.0,1,0
3,6,400.0,1,1
3,6,400.0,1,1
3,6,400.0,0,1
3,6,400.0,1,0
3,6,400.0,0,1
3,6,400.0,0,1
3,6,400.0,0,1
3,6,400.0,1,1
3,6,400.0,0,0
3,6,400.0,1,0
3,6,400.0,0,1
3,6,400.0,0,1
3,6,400.0,1,0
3,6,400.0,1,1
3,6,400.0,0,0
3,7,400.0,0,1
3,7,400.0,1,1
3,7,400.0,1,0
3,7,400.0,1,1
3,7,400.0,1,0
3,7,400.0,0,0
3,7,400.0,0,0
3,7,400.0,1,1
3,7,400.0,1,1
3,7,400.0,0,1
3,7,400.0,1,0
3,7,400.0,0,1
3,7,400.0,1,0
3,7,400.0,1,0
3,7,400.0,0,1
3,7,400.0,1,1
3,7,400.0,0,1
3,7,400.0,1,0
3,7,400.0,0,1
3,7,400.0,1,0
3,8,400.0,1,1
3,8,400.0,1,1
3,8,400.0,1,0
3,8,400.0,1,1
3,8,400.0,1,1
3,8,400.0,1,0
3,8,400.0,1,1
3,8,400.0,0,0
3,8,400.0,1,1
3,8,400.0,1,0
3,8,400.0,0,1
3,8,400.0,1,1
3,8,400.0,1,0
3,8,400.0,1,1
3,8,400.0,1,0
3,8,400.0,0,1
3,8,400.0,1,0
3,8,400.0,0,1
3,8,400.0,1,1
3,8,400.0,1,0
3,9,400.0,0,0
3,9,400.0,0,1
3,9,400.0,0,1
3,9,400.0,0,0
3,9,400.0,0,1
3,9,400.0,0,0
3,9,400.0,0,0
3,9,400.0,0,0
3,9,400.0,0,0
3,9,400.0,0,1
3,9,400.0,0,1
3,9,400.0,0,0
3,9,400.0,0,0
3,9,400.0,0,1
3,9,400.0,0,0
3,9,400.0,0,0
3,9,400.0,0,1
3,9,400.0,0,1
3,9,400.0,0,1
3,9,400.0,0,1
3,10,400.0,0,1
3,10,400.0,1,1
3,10,400.0,1,1
3,10,400.0,1,0
3,10,400.0,1,0
3,10,400.0,0,0
3,10,400.0,0,0
3,10,400.0,1,1
3,10,400.0,1,1
3,10,400.0,0,0
3,10,400.0,0,1
3,10,400.0,0,1
3,10,400.0,0,0
3,10,400.0,0,1
3,10,400.0,0,1
3,10,400.0,1,1
3,10,400.0,1,1
3,10,400.0,1,0
3,10,400.0,1,0
3,10,400.0,0,0
3,11,400.0,1,1
3,11,400.0,1,1
3,11,400.0,1,0
3,11,400.0,1,0
3,11,400.0,1,1
3,11,400.0,1,1
3,11,400.0,1,0
3,11,400.0,1,1
3,11,400.0,0,1
3,11,400.0,1,1
3,11,400.0,0,1
3,11,400.0,0,1
3,11,400.0,1,1
3,11,400.0,1,0
3,11,400.0,0,1
3,11,400.0,1,1
3,11,400.0,1,1
3,11,400.0,0,0
3,11,400.0,1,0
3,11,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,0
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,1
3,12,400.0,0,0
3,12,400.0,0,1
3,13,400.0,0,0
3,13,400.0,0,1
3,13,400.0,1,0
3,13,400.0,0,1
3,13,400.0,1,1
3,13,400.0,0,1
3,13,400.0,0,0
3,13,400.0,1,0
3,13,400.0,1,1
3,13,400.0,1,1
3,13,400.0,1,1
3,13,400.0,1,1
3,13,400.0,0,1
3,13,400.0,1,0
3,13,400.0,1,0
3,13,400.0,1,1
3,13,400.0,0,1
3,13,400.0,1,0
3,13,400.0,1,1
3,13,400.0,1,1
3,14,400.0,1,0
3,14,400.0,0,1
3,14,400.0,1,1
3,14,400.0,1,1
3,14,400.0,1,0
3,14,400.0,1,1
3,14,400.0,1,0
3,14,400.0,1,1
3,14,400.0,1,1
3,14,400.0,0,1
3,14,400.0,1,1
3,14,400.0,1,1
3,14,400.0,0,1
3,14,400.0,0,1
3,14,400.0,1,0
3,14,400.0,1,0
3,14,400.0,1,1
3,14,400.0,1,1
3,14,400.0,1,1
3,14,400.0,1,1
3,15,400.0,0,0
3,15,400.0,0,1
3,15,400.0,0,0
3,15,400.0,0,1
3,15,400.0,0,0
3,15,400.0,0,1
3,15,400.0,0,1
3,15,400.0,0,0
3,15,400.0,0,0
3,15,400.0,0,1
3,15,400.0,0,1
3,15,400.0,0,1
3,15,400.0,0,0
3,15,400.0,0,0
3,15,400.0,0,0
3,15,400.0,0,1
3,15,400.0,0,1
3,15,400.0,0,1
3,15,400.0,0,0
3,15,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,0
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,0
3,16,400.0,0,0
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,1
3,16,400.0,0,0
3,16,400.0,0,0
3,16,400.0,0,0
3,17,400.0,0,1
3,17,400.0,0,0
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,0
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,17,400.0,0,1
3,18,400.0,1,0
3,18,400.0,1,0
3,18,400.0,1,1
3,18,400.0,0,1
3,18,400.0,1,0
3,18,400.0,0,0
3,18,400.0,0,0
3,18,400.0,0,1
3,18,400.0,0,0
3,18,400.0,1,0
3,18,400.0,1,1
3,18,400.0,1,1
3,18,400.0,1,0
3,18,400.0,0,1
3,18,400.0,1,0
3,18,400.0,1,1
3,18,400.0,1,1
3,18,400.0,0,1
3,18,400.0,0,0
3,18,400.0,1,1
3,19,400.0,1,0
3,19,400.0,1,0
3,19,400.0,0,0
3,19,400.0,0,1
3,19,400.0,1,1
3,19,400.0,1,0
3,19,400.0,1,1
3,19,400.0,1,0
3,19,400.0,1,1
3,19,400.0,1,0
3,19,400.0,0,1
3,19,400.0,1,0
3,19,400.0,1,1
3,19,400.0,1,1
3,19,400.0,1,1
3,19,400.0,1,0
3,19,400.0,0,0
3,19,400.0,0,0
3,19,400.0,1,1
3,19,400.0,1,0
3,20,400.0,1,1
3,20,400.0,1,0
3,20,400.0,1,0
3,20,400.0,1,1
3,20,400.0,0,1
3,20,400.0,0,1
3,20,400.0,1,0
3,20,400.0,0,0
3,20,400.0,1,1
3,20,400.0,0,1
3,20,400.0,0,1
3,20,400.0,1,1
3,20,400.0,1,1
3,20,400.0,1,0
3,20,400.0,1,1
3,20,400.0,1,1
3,20,400.0,0,0
3,20,400.0,1,1
3,20,400.0,0,1
3,20,400.0,1,1
3,21,400.0,0,0
3,21,400.0,0,0
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,0
3,21,400.0,0,0
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,0
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,0
3,21,400.0,0,1
3,21,400.0,0,1
3,21,400.0,0,1
3,22,400.0,0,0
3,22,400.0,0,1
3,22,400.0,0,1
3,22,400.0,0,0
3,22,400.0,0,1
3,22,400.0,0,0
3,22,400.0,0,1
3,22,400.0,0,1
3,22,400.0,0,0
3,22,400.0,0,0
3,22,400.0,0,1
3,22,400.0,0,1
3,22,400.0,0,0
3,22,400.0,0,1
3,22,400.0,0,0
3,22,400.0,0,1
3,22,400.0,0,1
3,22,400.0,0,1
3,22,400.0,0,1
3,22,400.0,0,1
3,23,400.0,1,1
3,23,400.0,1,0
3,23,400.0,1,0
3,23,400.0,1,0
3,23,400.0,0,0
3,23,400.0,1,1
3,23,400.0,1,1
3,23,400.0,1,1
3,23,400.0,1,0
3,23,400.0,1,1
3,23,400.0,1,1
3,23,400.0,0,0
3,23,400.0,1,1
3,23,400.0,0,1
3,23,400.0,1,1
3,23,400.0,0,0
3,23,400.0,0,1
3,23,400.0,1,1
3,23,400.0,1,1
3,23,400.0,0,0
3,24,400.0,1,1
3,24,400.0,1,0
3,24,400.0,0,0
3,24,400.0,0,1
3,24,400.0,1,0
3,24,400.0,1,0
3,24,400.0,1,1
3,24,400.0,1,1
3,24,400.0,0,0
3,24,400.0,0,0
3,24,400.0,0,1
3,24,400.0,0,1
3,24,400.0,1,0
3,24,400.0,0,1
3,24,400.0,0,1
3,24,400.0,0,0
3,24,400.0,1,0
3,24,400.0,0,0
3,24,400.0,1,1
3,24,400.0,1,1
3,25,400.0,1,0
3,25,400.0,1,1
3,25,400.0,1,1
3,25,400.0,1,0
3,25,400.0,1,1
3,25,400.0,1,1
3,25,400.0,1,0
3,25,400.0,0,1
3,25,400.0,0,0
3,25,400.0,0,1
3,25,400.0,1,0
3,25,400.0,1,1
3,25,400.0,0,1
3,25,400.0,0,1
3,25,400.0,1,1
3,25,400.0,0,1
3,25,400.0,1,0
3,25,400.0,1,0
3,25,400.0,0,0
3,25,400.0,1,0
3,26,400.0,1,1
3,26,400.0,1,1
3,26,400.0,1,0
3,26,400.0,1,0
3,26,400.0,1,0
3,26,400.0,1,1
3,26,400.0,0,0
3,26,400.0,1,0
3,26,400.0,1,0
3,26,400.0,1,1
3,26,400.0,1,1
3,26,400.0,1,1
3,26,400.0,0,1
3,26,400.0,0,0
3,26,400.0,1,1
3,26,400.0,1,0
3,26,400.0,0,1
3,26,400.0,1,0
3,26,400.0,1,0
3,26,400.0,1,1
3,27,400.0,0,1
3,27,400.0,0,1
3,27,400.0,0,0
3,27,400.0,0,0
3,27,400.0,0,0
3,27,400.0,0,0
3,27,400.0,0,0
3,27,400.0,0,1
3,27,400.0,0,1
3,27,400.0,0,0
3,27,400.0,0,1
3,27,400.0,0,1
3,27,400.0,0,1
3,27,400.0,0,1
3,27,400.0,0,0
3,27,400.0,0,1
3,27,400.0,0,0
3,27,400.0,0,1
3,27,400.0,0,0
3,27,400.0,0,0
3,28,400.0,1,0
3,28,400.0,1,0
3,28,400.0,0,0
3,28,400.0,1,0
3,28,400.0,1,0
3,28,400.0,1,0
3,28,400.0,1,0
3,28,400.0,1,1
3,28,400.0,1,1
3,28,400.0,1,0
3,28,400.0,0,0
3,28,400.0,1,0
3,28,400.0,1,0
3,28,400.0,1,1
3,28,400.0,1,0
3,28,400.0,1,1
3,28,400.0,1,0
3,28,400.0,1,0
3,28,400.0,1,1
3,28,400.0,0,1
3,29,400.0,0,0
3,29,400.0,0,0
3,29,400.0,0,0
3,29,400.0,0,1
3,29,400.0,0,0
3,29,400.0,0,1
3,29,400.0,0,1
3,29,400.0,0,0
3,29,400.0,0,0
3,29,400.0,0,1
3,29,400.0,0,1
3,29,400.0,0,1
3,29,400.0,0,0
3,29,400.0,0,1
3,29,400.0,0,1
3,29,400.0,0,0
3,29,400.0,0,1
3,29,400.0,0,1
3,29,400.0,0,0
3,29,400.0,0,1
3,30,400.0,1,1
3,30,400.0,0,1
3,30,400.0,0,1
3,30,400.0,1,0
3,30,400.0,0,1
3,30,400.0,1,0
3,30,400.0,1,1
3,30,400.0,1,1
3,30,400.0,1,1
3,30,400.0,0,1
3,30,400.0,0,0
3,30,400.0,1,0
3,30,400.0,1,0
3,30,400.0,0,1
3,30,400.0,1,0
3,30,400.0,1,0
3,30,400.0,0,0
3,30,400.0,1,1
3,30,400.0,1,0
3,30,400.0,1,1
