id,time,event,exposed,covariate
900,10.9,1,1,-0.063183
901,12.0,0,0,0.293651
902,5.3,1,1,-0.804105
903,12.0,0,0,0.597258
904,10.8,1,1,-0.20172
905,12.0,0,1,0.688788
906,4.2,1,1,0.15456
907,12.0,0,0,-1.673506
908,11.5,1,1,0.330395
909,9.3,1,0,-0.913424
910,4.4,1,1,-1.451831
911,12.0,0,1,2.295608
912,12.0,0,1,-1.004974
913,12.0,0,1,-1.092368
914,8.1,1,1,0.416124
915,12.0,0,0,0.749391
916,12.0,0,0,0.66413
917,1.3,1,1,-2.039261
918,1.7,1,1,1.781301
919,12.0,0,0,-1.016592
920,12.0,0,1,-0.066975
921,4.3,1,0,-0.298975
922,8.7,1,0,0.673138
923,6.4,1,0,-2.202315
924,12.0,0,0,-1.590419
925,12.0,0,0,-1.510977
926,12.0,0,1,-1.198271
927,2.1,1,1,-1.348597
928,12.0,0,0,1.423287
929,12.0,0,1,-2.199051
930,2.8,1,0,0.340474
931,7.1,1,1,1.232744
932,12.0,0,0,-0.624067
933,12.0,0,1,1.450278
934,12.0,0,1,-0.095587
935,12.0,0,0,-1.988512
936,12.0,0,0,-0.286588
937,12.0,0,1,-1.572835
938,10.5,1,0,1.934731
939,0.2,1,1,1.319453
940,5.1,1,1,0.794745
941,3.6,1,0,-0.386533
942,4.1,1,1,0.70697
943,12.0,0,0,-0.778951
944,12.0,0,0,1.138467
945,12.0,0,1,0.616441
946,6.2,1,0,0.736118
947,10.7,1,0,1.560535
948,6.0,1,0,1.02636
949,0.9,1,1,1.64149
950,5.0,1,1,1.406624
951,12.0,0,0,-0.184908
952,10.6,1,0,0.875244
953,12.0,0,0,-2.316103
954,11.6,1,1,-0.291523
955,12.0,0,1,0.209349
956,12.0,0,0,-1.491982
957,12.0,0,0,-0.67962
958,12.0,0,0,-0.296759
959,0.8,1,0,0.551338
960,1.3,1,0,-0.61805
961,12.0,0,0,-1.065461
962,3.1,1,0,0.160719
963,12.0,0,1,0.706994
964,12.0,0,1,0.196323
965,12.0,0,0,0.884925
966,2.6,1,0,1.388989
967,12.0,0,0,-0.512279
968,3.5,1,1,-0.712758
969,12.0,0,0,0.184998
970,12.0,0,0,-0.420054
971,1.9,1,0,-0.43576
972,11.5,1,1,0.121876
973,3.1,1,1,-0.187153
974,12.0,0,1,1.198161
975,12.0,0,1,0.316004
976,12.0,0,1,-1.425127
977,12.0,0,0,0.317742
978,3.9,1,1,0.49278
979,1.7,1,1,-0.690795
980,4.1,1,0,1.397089
981,12.0,0,0,-0.228848
982,1.7,1,1,0.727291
983,8.7,1,1,-0.475387
984,12.0,0,0,-0.973056
985,12.0,0,1,-0.967533
986,12.0,0,0,-0.691173
987,12.0,0,0,-0.157182
988,12.0,0,1,0.879163
989,12.0,0,1,-1.431044
990,10.4,1,1,-1.210299
991,12.0,0,0,-0.614822
992,12.0,0,0,-0.475487
993,8.8,1,0,0.651089
994,12.0,0,0,0.677606
995,12.0,0,1,-0.990918
996,4.6,1,1,0.33653
997,2.2,1,1,-0.759521
998,12.0,0,0,-0.827635
999,2.6,1,1,-0.755697
1000,0.7,1,1,-0.374939
1001,12.0,0,0,1.000089
1002,12.0,0,1,0.009552
1003,12.0,0,0,-3.216038
1004,0.7,1,0,-0.619089
1005,12.0,0,0,-0.256017
1006,11.1,1,0,-1.772536
1007,12.0,0,1,0.848969
1008,3.6,1,1,0.02421
1009,6.1,1,1,-1.322987
1010,12.0,0,0,1.083833
1011,12.0,0,0,1.821119
1012,4.6,1,0,-0.510202
1013,12.0,0,0,1.02524
1014,4.6,1,0,1.336126
1015,5.3,1,0,0.029586
1016,9.1,1,1,1.432177
1017,12.0,0,0,-0.256409
1018,7.9,1,0,-0.037942
1019,0.0,1,0,-0.861084
1020,2.4,1,1,-1.051395
1021,12.0,0,1,-1.43593
1022,12.0,0,0,-0.256533
1023,12.0,0,0,1.680928
1024,12.0,0,0,-1.015716
1025,11.6,1,0,-0.345121
1026,12.0,0,0,-1.560805
1027,6.7,1,0,1.942992
1028,8.4,1,1,-0.557574
1029,1.0,1,0,-0.446096
1030,5.6,1,1,-0.334021
1031,4.6,1,0,0.447226
1032,12.0,0,0,1.543913
1033,2.0,1,1,-0.163142
1034,5.6,1,1,-0.158431
1035,12.0,0,1,-0.616641
1036,11.0,1,1,0.019637
1037,12.0,0,0,0.731466
1038,12.0,0,1,1.322728
1039,1.3,1,1,-0.889455
1040,4.1,1,1,1.854761
1041,12.0,0,0,0.088716
1042,12.0,0,0,-1.060373
1043,2.4,1,1,0.247436
1044,12.0,0,0,-0.575782
1045,8.8,1,0,-0.469724
1046,2.2,1,0,-0.522255
1047,11.1,1,0,1.936435
1048,0.9,1,1,0.017956
1049,12.0,0,1,-0.503075
1050,12.0,0,0,-0.559432
1051,12.0,0,1,-1.288666
1052,12.0,0,0,0.393821
1053,5.9,1,0,-0.204052
1054,12.0,0,0,0.585732
1055,12.0,0,0,0.158688
1056,12.0,0,0,-0.945049
1057,2.8,1,0,1.132695
1058,6.3,1,1,-0.415352
1059,12.0,0,0,1.318385
1060,6.2,1,1,-0.88705
1061,8.8,1,0,-0.679319
1062,12.0,0,0,0.49813
1063,12.0,0,0,0.909032
1064,9.4,1,0,-1.11724
1065,12.0,0,0,1.069722
1066,1.6,1,1,0.116872
1067,12.0,0,0,-0.661152
1068,12.0,0,0,0.039268
1069,8.8,1,1,-2.833435
1070,4.7,1,0,1.17272
1071,12.0,0,0,0.246794
1072,12.0,0,1,-0.261062
1073,4.8,1,1,0.09097
1074,5.7,1,1,0.098766
1075,12.0,0,1,-3.011739
1076,12.0,0,0,0.416376
1077,1.2,1,0,0.605399
1078,12.0,0,1,1.979556
1079,5.2,1,0,-0.23469
1080,1.1,1,0,-0.082365
1081,3.5,1,0,0.560599
1082,0.8,1,0,-0.831305
1083,3.6,1,1,-0.904733
1084,12.0,0,0,-1.803003
1085,0.1,1,1,3.223362
1086,0.7,1,1,-0.117333
1087,2.8,1,0,-0.375285
1088,6.6,1,1,1.271275
1089,5.3,1,1,0.631656
1090,12.0,0,0,-1.512522
1091,12.0,0,0,-0.612834
1092,2.7,1,0,-0.500822
1093,1.9,1,1,1.882366
1094,0.8,1,0,-0.082293
1095,9.3,1,1,0.538166
1096,0.1,1,0,0.266189
1097,10.7,1,0,1.271779
1098,3.3,1,0,0.532006
1099,7.1,1,1,1.543463
1100,5.6,1,1,-1.12223
1101,2.4,1,1,0.077758
1102,12.0,0,0,0.806303
1103,12.0,0,0,0.699809
1104,10.4,1,0,-0.395659
1105,0.7,1,1,-0.484641
1106,12.0,0,1,-0.571256
1107,12.0,0,0,-0.763841
1108,12.0,0,1,0.644511
1109,12.0,0,0,0.024592
1110,12.0,0,0,-0.305221
1111,10.0,1,0,-0.259519
1112,12.0,0,0,-0.162774
1113,12.0,0,0,-1.072194
1114,8.4,1,0,1.139644
1115,12.0,0,0,1.236434
1116,12.0,0,1,-0.585191
1117,3.5,1,1,-1.263044
1118,12.0,0,0,-2.404561
1119,5.3,1,0,-0.242751
1120,12.0,0,0,0.547126
1121,8.5,1,0,-1.085323
1122,1.6,1,1,-0.064544
1123,1.0,1,0,-0.095044
1124,2.4,1,0,-0.301823
1125,5.0,1,0,0.358662
1126,12.0,0,1,0.306359
1127,12.0,0,0,-0.26021
1128,3.4,1,1,-0.047585
1129,12.0,0,0,-1.856331
1130,12.0,0,0,-0.379196
1131,12.0,0,1,0.305174
1132,12.0,0,0,0.286942
1133,2.1,1,1,-0.262915
1134,4.5,1,1,-0.726926
1135,6.0,1,0,0.27441
1136,4.2,1,0,0.911814
1137,9.9,1,0,0.221701
1138,12.0,0,0,0.711859
1139,12.0,0,0,0.390045
1140,0.5,1,1,-0.084938
1141,4.0,1,0,0.551684
1142,11.7,1,1,-0.003241
1143,4.6,1,1,1.858953
1144,12.0,0,0,0.040416
1145,12.0,0,1,0.024121
1146,8.2,1,0,-0.22069
1147,12.0,0,0,0.210063
1148,12.0,0,0,-1.168309
1149,12.0,0,1,-1.954273
1150,12.0,0,0,-0.268215
1151,12.0,0,0,-0.060813
1152,11.7,1,0,-1.392283
1153,5.1,1,1,-0.831208
1154,5.3,1,0,1.790081
1155,4.2,1,1,0.703123
1156,5.0,1,1,-0.458752
1157,12.0,0,1,-0.437985
1158,2.4,1,0,1.112193
1159,12.0,0,0,-1.732625
1160,12.0,0,0,-0.071997
1161,5.2,1,1,2.005326
1162,1.2,1,1,2.883402
1163,0.5,1,1,0.302468
1164,9.0,1,1,-1.205798
1165,7.1,1,0,-0.659468
1166,7.1,1,0,1.910904
1167,12.0,0,0,0.601069
1168,12.0,0,1,0.330304
1169,10.8,1,1,-0.260486
1170,9.8,1,1,1.030634
1171,8.3,1,1,-0.570262
1172,9.6,1,0,1.719743
1173,6.6,1,0,1.005881
1174,12.0,0,0,-0.283758
1175,7.8,1,0,0.796844
1176,12.0,0,0,-0.653866
1177,1.3,1,1,0.818429
1178,12.0,0,0,0.513042
1179,12.0,0,0,-0.888518
1180,4.5,1,1,1.173092
1181,12.0,0,1,1.845232
1182,12.0,0,1,-0.31163
1183,0.2,1,0,-0.10611
1184,3.9,1,1,-0.234347
1185,3.8,1,1,-0.204143
1186,2.5,1,1,0.991322
1187,12.0,0,0,-1.255478
1188,5.4,1,1,0.621657
1189,8.6,1,1,1.144035
1190,6.9,1,0,1.872359
1191,0.8,1,1,0.882332
1192,12.0,0,1,-1.33515
1193,1.1,1,0,0.173878
1194,12.0,0,1,1.591727
1195,7.8,1,1,0.430108
1196,7.0,1,0,2.896611
1197,3.4,1,1,0.15581
1198,12.0,0,0,0.089353
1199,12.0,0,1,-0.667594
1200,0.6,1,0,0.659735
1201,6.9,1,0,-0.566008
1202,12.0,0,0,-2.15563
1203,10.0,1,1,-0.080312
1204,12.0,0,0,-2.120219
1205,12.0,0,1,1.504401
1206,12.0,0,1,-1.712977
1207,12.0,0,0,-0.476459
1208,3.5,1,0,0.989167
1209,2.9,1,0,-0.716302
1210,0.5,1,1,0.013622
1211,7.4,1,1,-1.353572
1212,4.5,1,1,1.275355
1213,12.0,0,0,-0.146958
1214,12.0,0,0,2.15235
1215,6.4,1,0,-0.214105
1216,12.0,0,1,0.810184
1217,3.9,1,1,0.013529
1218,3.2,1,0,-1.363159
1219,3.7,1,0,-0.000878
1220,3.9,1,0,0.612754
1221,12.0,0,0,-0.268513
1222,0.4,1,0,0.943616
1223,12.0,0,1,-0.014379
1224,12.0,0,0,-1.9678
1225,3.0,1,0,0.58213
1226,4.2,1,0,0.531477
1227,12.0,0,1,-0.174829
1228,6.0,1,1,0.895165
1229,12.0,0,1,-1.47107
1230,0.6,1,1,0.874508
1231,1.6,1,1,-0.065056
1232,8.3,1,1,-0.933114
1233,6.8,1,1,0.631348
1234,12.0,0,0,0.236318
1235,12.0,0,0,1.746819
1236,3.0,1,0,0.105952
1237,2.2,1,0,0.342827
1238,12.0,0,0,0.95657
1239,6.5,1,0,-1.76466
1240,6.2,1,0,-1.083331
1241,1.3,1,1,0.178011
1242,4.7,1,0,0.92355
1243,12.0,0,0,0.979188
1244,12.0,0,1,2.093071
1245,12.0,0,1,0.779998
1246,12.0,0,1,-1.812083
1247,12.0,0,0,0.68555
1248,0.6,1,0,0.796086
1249,5.5,1,0,2.170286
1250,12.0,0,0,-1.372838
1251,12.0,0,1,0.13051
1252,12.0,0,0,-0.043863
1253,12.0,0,0,-0.973289
1254,12.0,0,1,2.853371
1255,1.4,1,0,0.211897
1256,4.9,1,1,0.830292
1257,12.0,0,0,-0.108424
1258,12.0,0,1,-1.260174
1259,9.8,1,0,0.940199
1260,9.9,1,1,-0.526304
1261,1.2,1,1,-0.698358
1262,2.3,1,1,2.365205
1263,12.0,0,1,-0.532245
1264,12.0,0,1,-1.115907
1265,6.0,1,1,0.189763
1266,12.0,0,0,-1.361273
1267,2.4,1,0,1.488102
1268,9.0,1,0,-1.230763
1269,8.3,1,0,0.125119
1270,6.8,1,1,-0.528854
1271,0.0,1,0,-0.142078
1272,0.5,1,0,-0.596178
1273,0.4,1,1,-0.763753
1274,12.0,0,1,-2.272048
1275,7.0,1,1,0.569505
1276,12.0,0,0,-1.151032
1277,12.0,0,0,-0.034767
1278,11.5,1,0,0.734831
1279,12.0,0,0,1.259567
1280,7.6,1,1,1.637739
1281,2.7,1,0,1.206054
1282,6.1,1,0,0.796176
1283,2.4,1,1,0.094933
1284,12.0,0,0,-0.158552
1285,12.0,0,0,-0.149486
1286,1.9,1,1,-0.425389
1287,12.0,0,0,-0.692723
1288,11.6,1,1,0.631957
1289,1.6,1,0,0.063969
1290,1.4,1,1,-0.549759
1291,0.3,1,1,0.406841
1292,7.1,1,0,-0.349285
1293,7.4,1,0,0.646325
1294,1.4,1,0,2.521849
1295,12.0,0,0,0.246313
1296,12.0,0,1,0.27726
1297,12.0,0,1,-1.328042
1298,12.0,0,0,-1.933011
1299,4.2,1,1,1.957473
1300,12.0,0,1,-1.126291
1301,12.0,0,0,0.994951
1302,7.5,1,0,-1.313891
1303,8.2,1,0,-0.027337
1304,12.0,0,1,-0.227001
1305,12.0,0,0,0.001109
1306,1.0,1,0,1.839869
1307,0.6,1,1,-0.022223
1308,2.0,1,1,2.306416
1309,12.0,0,0,1.207188
1310,4.7,1,0,0.233754
1311,12.0,0,0,-0.24716
1312,2.2,1,0,-1.459524
1313,12.0,0,0,0.850095
1314,6.2,1,0,-0.723801
1315,1.5,1,1,-1.057075
1316,12.0,0,0,1.5998
1317,12.0,0,0,1.165514
1318,1.3,1,1,0.573237
1319,2.2,1,1,0.755342
1320,12.0,0,0,-1.764575
1321,12.0,0,0,-1.142573
1322,12.0,0,0,-0.408194
1323,12.0,0,1,-0.889624
1324,7.5,1,0,-0.238973
1325,1.0,1,0,0.867363
1326,12.0,0,0,1.66489
1327,4.1,1,1,0.810943
1328,12.0,0,1,-0.849768
1329,12.0,0,0,2.173263
1330,12.0,0,0,-0.406776
1331,2.4,1,1,0.153421
1332,12.0,0,0,-0.267174
1333,12.0,0,1,0.224436
1334,12.0,0,1,-0.445355
1335,1.3,1,1,1.656505
1336,12.0,0,1,0.142416
1337,12.0,0,1,-0.14594
1338,12.0,0,1,-0.120194
1339,1.6,1,1,0.561097
1340,12.0,0,0,-1.399335
1341,12.0,0,0,-0.883403
1342,7.3,1,0,-0.697687
1343,12.0,0,0,-0.021039
1344,12.0,0,1,-0.419456
1345,4.7,1,1,0.554577
1346,12.0,0,0,-1.929669
1347,12.0,0,0,1.674443
1348,1.7,1,1,0.871373
1349,12.0,0,0,-0.091656
1350,1.4,1,0,0.165496
1351,9.9,1,0,-2.123725
1352,2.4,1,1,0.64541
1353,1.9,1,1,0.596668
1354,0.6,1,1,0.178084
1355,10.7,1,1,1.996732
1356,2.1,1,1,0.411539
1357,2.1,1,1,1.104938
1358,12.0,0,0,1.076325
1359,5.0,1,1,0.88571
1360,12.0,0,0,0.147374
1361,12.0,0,1,-2.679077
1362,12.0,0,0,-0.994888
1363,1.9,1,0,0.594192
1364,2.5,1,1,0.822662
1365,4.0,1,0,-0.46068
1366,4.5,1,0,0.513868
1367,6.2,1,1,0.350399
1368,12.0,0,1,-0.588639
1369,12.0,0,1,-0.902961
1370,4.4,1,0,0.70855
1371,12.0,0,0,-1.263205
1372,10.0,1,0,0.959039
1373,12.0,0,0,1.128144
1374,5.5,1,1,0.925886
1375,12.0,0,0,-1.108253
1376,12.0,0,0,0.076561
1377,1.0,1,1,0.891914
1378,9.1,1,1,-1.350552
1379,12.0,0,1,-1.776055
1380,11.1,1,1,0.172367
1381,0.4,1,1,-3.542224
1382,12.0,0,1,-0.997794
1383,12.0,0,1,-0.661782
1384,10.1,1,1,2.056509
1385,1.6,1,0,-0.227509
1386,12.0,0,0,0.400895
1387,4.7,1,0,0.965888
1388,6.5,1,0,0.180157
1389,12.0,0,0,-1.879802
1390,12.0,0,1,-0.86512
1391,2.7,1,0,0.795359
1392,12.0,0,0,0.015033
1393,12.0,0,1,-0.073144
1394,1.5,1,0,-0.575147
1395,0.1,1,1,1.094841
1396,3.1,1,0,0.725445
1397,12.0,0,0,1.542758
1398,8.3,1,1,-0.408457
1399,11.9,1,0,0.686675
1400,12.0,0,1,0.464784
1401,12.0,0,0,-0.942604
1402,12.0,0,0,0.532924
1403,12.0,0,1,-2.193782
1404,12.0,0,0,-0.567322
1405,7.9,1,1,1.228128
1406,12.0,0,1,-1.263706
1407,2.0,1,1,0.094943
1408,12.0,0,0,1.612185
1409,12.0,0,0,-1.897568
1410,2.4,1,1,-0.949021
1411,12.0,0,0,0.551675
1412,12.0,0,1,0.300562
1413,12.0,0,1,0.730803
1414,7.8,1,1,0.978576
1415,0.5,1,0,-0.058868
1416,12.0,0,0,-1.203274
1417,12.0,0,0,0.751844
1418,12.0,0,0,0.348227
1419,12.0,0,0,-1.217767
1420,12.0,0,0,1.393202
1421,12.0,0,0,-0.968432
1422,9.6,1,0,2.492622
1423,9.6,1,0,0.682921
1424,0.0,1,0,0.972595
1425,3.8,1,0,0.148232
1426,12.0,0,1,-0.21756
1427,12.0,0,1,-1.709375
1428,1.1,1,1,1.176212
1429,9.5,1,1,-0.832107
1430,12.0,0,1,-1.085439
1431,12.0,0,1,-0.154895
1432,6.0,1,1,0.559773
1433,12.0,0,0,0.71497
1434,10.1,1,0,-1.391666
1435,12.0,0,1,-0.21008
1436,6.8,1,0,0.290674
1437,12.0,0,1,-2.150213
1438,3.7,1,1,0.619522
1439,12.0,0,0,0.128915
1440,8.7,1,0,-1.341759
1441,1.5,1,1,-1.373892
1442,12.0,0,0,0.547094
1443,1.7,1,1,-1.37074
1444,12.0,0,0,-0.744073
1445,10.7,1,1,-1.658357
1446,8.3,1,0,-1.508372
1447,12.0,0,1,-0.32769
1448,0.5,1,1,1.084549
1449,12.0,0,0,-0.23203
1450,12.0,0,0,1.170923
1451,8.1,1,1,-0.503712
1452,8.1,1,1,-1.066898
1453,11.5,1,1,0.717306
1454,0.3,1,0,1.035691
1455,12.0,0,1,1.639033
1456,12.0,0,0,0.41396
1457,2.5,1,1,0.594791
1458,12.0,0,0,-1.599433
1459,12.0,0,0,0.098106
1460,2.4,1,0,0.716475
1461,0.2,1,1,-0.787562
1462,12.0,0,1,-0.47328
1463,12.0,0,0,1.166861
1464,11.0,1,1,0.548918
1465,3.2,1,1,-0.077343
1466,12.0,0,1,-1.073085
1467,12.0,0,0,0.077917
1468,2.8,1,0,0.982301
1469,11.1,1,0,0.738622
1470,12.0,0,0,-0.007286
1471,12.0,0,1,-0.760336
1472,12.0,0,1,-0.098147
1473,12.0,0,1,-1.918157
1474,12.0,0,0,-0.598647
1475,11.2,1,0,0.522549
1476,12.0,0,0,-1.111838
1477,1.8,1,1,1.061785
1478,12.0,0,1,-0.778946
1479,12.0,0,0,-1.531212
1480,1.4,1,1,1.709796
1481,12.0,0,0,0.064835
1482,2.0,1,0,-0.029297
1483,12.0,0,0,-0.531794
1484,12.0,0,1,-1.508652
1485,12.0,0,1,-0.851184
1486,1.4,1,1,1.680676
1487,4.9,1,1,0.556265
1488,0.1,1,0,0.337412
1489,1.8,1,1,1.996932
1490,0.3,1,1,-1.451111
1491,9.7,1,0,-0.820059
1492,12.0,0,0,-0.144591
1493,12.0,0,1,0.62029
1494,12.0,0,0,-0.154098
1495,12.0,0,1,-1.111517
1496,12.0,0,0,-2.480059
1497,12.0,0,0,-0.515152
1498,12.0,0,0,-0.013971
1499,3.3,1,0,1.049769
1500,12.0,0,1,1.804962
