id,treated,L,outcome
1201,0,0.234463,1
1202,1,0.098063,0
1203,0,0.463431,0
1204,1,-0.661536,0
1205,0,-0.563181,0
1206,0,0.652948,0
1207,0,-1.883376,0
1208,0,-1.735379,0
1209,1,-0.983599,0
1210,1,0.301433,0
1211,0,-0.572133,0
1212,0,0.505824,0
1213,1,1.526161,0
1214,0,-0.090801,0
1215,1,1.12591,0
1216,1,0.657194,1
1217,0,-0.467948,0
1218,0,-0.857562,0
1219,1,-0.694714,0
1220,0,-0.107105,1
1221,1,0.883499,0
1222,0,-2.325884,0
1223,1,1.745619,1
1224,1,0.636102,1
1225,1,-0.294432,0
1226,1,0.884048,0
1227,0,1.841755,0
1228,1,2.109836,0
1229,0,-0.951351,0
1230,1,-0.707613,0
1231,0,-1.646882,0
1232,0,-1.399951,0
1233,1,0.821502,1
1234,0,-1.219753,0
1235,1,-1.059291,0
1236,1,-0.075011,0
1237,1,0.396022,1
1238,0,-0.96537,0
1239,0,-0.28846,1
1240,1,0.071954,1
1241,1,0.875742,1
1242,0,-0.220157,0
1243,0,0.144876,0
1244,0,0.940745,0
1245,0,-0.491215,0
1246,1,0.204336,0
1247,0,0.085975,1
1248,1,0.315314,0
1249,1,1.019975,0
1250,1,0.015542,1
1251,1,1.404383,0
1252,1,0.153877,0
1253,1,-0.45502,1
1254,1,1.175859,0
1255,1,-0.26466,0
1256,0,-0.941083,0
1257,1,-0.189991,0
1258,0,-0.178306,0
1259,1,0.854833,1
1260,0,-0.769324,1
1261,1,1.40676,0
1262,0,1.107435,1
1263,0,-0.687091,0
1264,0,-1.127372,0
1265,1,1.657777,0
1266,1,0.37247,0
1267,0,0.476623,0
1268,1,0.707876,0
1269,1,2.173918,1
1270,1,-1.210529,0
1271,0,-1.590638,0
1272,0,-0.675057,0
1273,0,2.167871,0
1274,1,1.149207,1
1275,1,3.673009,1
1276,1,-1.00123,0
1277,1,0.590191,1
1278,1,0.846999,0
1279,1,-0.704262,0
1280,1,-0.679424,1
1281,1,-0.127674,1
1282,1,-0.731646,1
1283,0,-1.181327,0
1284,1,0.730562,0
1285,0,-0.722534,0
1286,1,1.121322,0
1287,0,1.165354,1
1288,0,-0.487628,0
1289,0,-1.494939,0
1290,1,-1.201624,1
1291,0,-1.033548,0
1292,0,-0.590594,0
1293,0,0.604481,0
1294,1,0.164942,1
1295,1,0.553178,1
1296,0,-1.224311,0
1297,1,0.471677,1
1298,1,-0.197831,0
1299,0,-0.654359,0
1300,1,-0.036246,0
1301,0,-1.191847,0
1302,1,1.119102,1
1303,0,-0.617065,0
1304,0,-0.186087,0
1305,1,0.967014,1
1306,0,-1.394864,0
1307,0,0.438157,1
1308,1,0.275065,0
1309,1,-0.723975,0
1310,1,0.516479,0
1311,1,1.139638,1
1312,0,0.885896,0
1313,1,0.938071,1
1314,0,-1.718671,0
1315,1,0.652092,1
1316,0,-0.827638,0
1317,1,-0.013468,0
1318,0,0.035208,0
1319,0,1.207305,0
1320,0,0.873357,1
1321,1,1.865928,1
1322,0,-0.475061,0
1323,0,-0.434684,0
1324,0,0.254384,0
1325,0,-1.727016,0
1326,0,1.107327,1
1327,0,-0.83639,0
1328,0,0.311679,1
1329,0,-0.703249,0
1330,0,-1.626786,0
1331,1,1.449681,1
1332,1,0.756147,1
1333,0,0.21457,0
1334,0,-0.601523,0
1335,1,-0.174547,0
1336,0,-0.791668,0
1337,1,1.370272,1
1338,1,0.075146,1
1339,0,-0.026474,0
1340,1,1.314873,1
1341,1,0.259683,0
1342,0,0.741033,1
1343,0,2.531199,1
1344,0,-1.845959,0
1345,0,0.13758,1
1346,1,-0.72042,0
1347,0,0.572214,0
1348,1,-0.726764,0
1349,1,-1.017265,0
1350,1,-0.115596,0
1351,1,0.727048,1
1352,1,0.891235,1
1353,0,-1.070272,0
1354,0,-0.284802,0
1355,1,-1.31769,0
1356,1,-0.45857,0
1357,1,0.794023,1
1358,0,-0.600255,0
1359,1,-0.004953,1
1360,0,1.206709,1
1361,0,-0.685622,1
1362,0,-0.806664,0
1363,0,-0.445559,1
1364,1,0.661127,0
1365,0,0.806327,0
1366,0,-0.894114,0
1367,0,-1.791024,0
1368,1,0.591887,1
1369,1,-0.427801,0
1370,0,0.722268,1
1371,1,1.178349,1
1372,0,0.751031,0
1373,0,0.763698,1
1374,1,0.782513,0
1375,0,-0.416195,0
1376,1,-1.114144,0
1377,0,-0.652566,0
1378,0,-0.131115,1
1379,0,-0.234088,1
1380,0,-0.073715,0
1381,1,0.18399,1
1382,1,0.373021,1
1383,0,-0.539063,0
1384,1,-0.787796,1
1385,0,-0.651923,0
1386,1,0.420015,0
1387,1,1.62059,0
1388,0,-0.847023,0
1389,0,1.432092,1
1390,0,0.785476,1
1391,1,-0.218785,0
1392,1,-0.470623,0
1393,1,-0.586361,0
1394,1,0.268893,1
1395,1,0.889399,1
1396,1,-0.010924,0
1397,1,0.512805,0
1398,0,0.337469,0
1399,0,0.245008,0
1400,1,0.372172,1
1401,1,1.751296,1
1402,1,0.734285,1
1403,0,-0.066793,0
1404,1,-1.523547,0
1405,0,-0.656999,0
1406,1,-0.219955,0
1407,1,0.883167,1
1408,1,0.414695,1
1409,0,-0.156221,0
1410,0,-0.856953,0
1411,0,-0.283494,0
1412,0,-0.396881,0
1413,1,0.901569,0
1414,1,2.762536,1
1415,1,-1.080561,0
1416,1,0.015028,1
1417,0,0.121515,1
1418,1,-1.476184,0
1419,1,-0.252868,0
1420,1,0.012071,1
1421,0,-0.701113,0
1422,0,-1.172308,0
1423,1,1.130488,1
1424,0,-0.060234,0
1425,0,-1.858008,0
1426,1,0.164176,0
1427,0,-0.472381,0
1428,1,-0.869855,1
1429,0,-0.030069,0
1430,0,-0.534423,0
1431,1,0.027578,0
1432,0,-0.426437,0
1433,1,0.001182,0
1434,0,-1.430075,0
1435,0,-0.732909,0
1436,0,0.652159,1
1437,1,1.881455,1
1438,0,-0.94917,1
1439,0,-0.284562,0
1440,1,-1.018561,0
1441,0,0.489681,1
1442,1,0.872131,0
1443,0,1.290357,1
1444,0,-0.52426,0
1445,1,0.856059,1
1446,0,-0.365438,0
1447,1,1.165416,1
1448,1,-0.519923,0
1449,0,0.486236,1
1450,0,-0.296397,0
1451,1,0.660035,0
1452,0,-0.22056,0
1453,1,0.416471,0
1454,0,-1.281499,1
1455,0,-2.166588,0
1456,1,-0.664974,1
1457,0,-1.081152,0
1458,1,0.247638,0
1459,1,-1.558141,0
1460,1,0.709448,1
1461,0,-0.590438,0
1462,0,1.201465,1
1463,0,-1.539102,0
1464,0,-0.073311,0
1465,1,1.834569,1
1466,1,0.17873,0
1467,0,0.861858,1
1468,1,2.647046,1
1469,0,-0.645139,0
1470,1,0.672823,0
1471,0,-0.919403,0
1472,1,0.365814,1
1473,1,2.098753,1
1474,0,-0.191786,0
1475,1,0.247249,0
1476,0,-0.484225,0
1477,1,0.554027,0
1478,1,0.200082,1
1479,1,-0.598558,0
1480,0,0.252135,0
1481,0,-1.374483,0
1482,0,-0.531974,0
1483,1,0.397033,1
1484,1,1.977222,1
1485,0,-2.417589,0
1486,0,0.514826,0
1487,0,-0.203345,0
1488,0,-0.142681,0
1489,0,-1.721482,1
1490,0,-0.517624,0
1491,1,0.381129,1
1492,0,-0.448241,0
1493,0,-0.422347,1
1494,0,-0.1522,0
1495,1,-1.576484,0
1496,0,-0.846776,0
1497,1,-0.49052,0
1498,0,-0.237809,0
1499,0,-0.212719,0
1500,0,0.521434,1
1501,0,-1.31248,0
1502,0,-0.695811,0
1503,1,0.980409,1
1504,1,1.197767,1
1505,0,-1.10917,0
1506,1,1.08488,0
1507,1,0.706625,1
1508,1,0.363895,0
1509,1,1.547749,1
1510,0,0.416105,0
1511,0,-0.973316,0
1512,1,1.787509,1
1513,0,-1.386196,0
1514,0,0.073937,0
1515,1,0.226759,0
1516,1,-0.133718,0
1517,0,0.125791,0
1518,0,-0.811457,0
1519,0,0.09564,0
1520,0,-1.193153,0
1521,0,-0.348332,0
1522,1,-0.000824,0
1523,0,-1.091586,0
1524,1,-1.402671,0
1525,0,-0.745622,0
1526,0,-0.863061,0
1527,0,-0.681852,0
1528,1,-0.291619,0
1529,0,-1.457285,0
1530,1,0.321144,1
1531,1,-0.097922,0
1532,0,-0.056013,0
1533,0,1.220157,1
1534,0,0.712507,0
1535,0,1.21161,1
1536,0,0.145721,0
1537,1,1.001662,1
1538,0,-1.065106,0
1539,0,0.121196,0
1540,0,-0.524834,0
1541,1,-0.090943,0
1542,0,0.549085,0
1543,1,0.182453,1
1544,1,-1.318498,1
1545,1,-1.374515,0
1546,0,0.997684,1
1547,0,-0.610524,0
1548,1,-0.70833,0
1549,0,-0.30532,0
1550,0,0.103132,1
1551,0,-0.339889,1
1552,1,-0.035071,0
1553,1,-1.323024,0
1554,1,1.267067,0
1555,1,0.743817,1
1556,1,1.379529,1
1557,1,0.433598,0
1558,0,-0.802838,0
1559,1,-0.094219,1
1560,0,-1.327502,0
1561,0,-0.433476,0
1562,0,0.510011,0
1563,1,0.237936,0
1564,0,-0.811924,0
1565,1,0.513059,0
1566,0,-0.395069,0
1567,0,0.552553,0
1568,0,-0.286164,1
1569,0,-2.040996,0
1570,0,-0.021197,0
1571,1,1.062477,0
1572,1,0.210561,1
1573,1,1.475171,1
1574,1,1.450968,1
1575,1,0.482942,0
1576,0,0.053805,0
1577,0,0.421359,1
1578,1,-1.538079,0
1579,0,-1.642845,0
1580,0,0.428565,1
1581,1,0.32404,0
1582,1,-1.220413,0
1583,0,0.947478,0
1584,1,1.601756,1
1585,1,0.161992,0
1586,0,0.402661,0
1587,0,-0.003589,0
1588,1,0.448067,1
1589,0,-0.932243,0
1590,1,1.11356,1
1591,1,0.170558,1
1592,1,-0.433873,0
1593,1,-0.933073,0
1594,0,-0.649514,0
1595,0,-0.895917,0
1596,1,0.09148,1
1597,1,0.084005,1
1598,1,-0.408272,0
1599,1,1.104229,0
1600,0,0.173833,0
1601,0,-0.519342,0
1602,1,1.07534,1
1603,1,-1.278664,0
1604,0,-0.616902,0
1605,0,0.15068,0
1606,1,-0.729708,0
1607,1,0.017418,0
1608,0,-1.346504,1
1609,0,0.73132,0
1610,1,0.388199,0
1611,1,-0.635419,0
1612,1,-0.054043,0
1613,1,-2.060032,1
1614,1,0.588265,1
1615,1,0.637675,0
1616,1,0.946179,1
1617,0,-0.743583,0
1618,1,0.9633,1
1619,1,-0.070047,1
1620,1,1.05188,1
1621,0,-0.44513,0
1622,1,0.079532,0
1623,1,-3.203979,0
1624,0,-1.683893,0
1625,1,0.687779,0
1626,0,-0.101326,0
1627,0,-0.193936,0
1628,1,-0.684484,0
1629,1,-0.061165,0
1630,0,-0.025322,0
1631,0,1.442071,0
1632,0,-0.319365,0
1633,1,-1.073252,0
1634,0,1.045764,0
1635,1,-1.208211,0
1636,0,-0.528846,0
1637,0,-0.86056,0
1638,0,-0.325299,1
1639,1,1.516584,0
1640,0,-1.596645,0
1641,0,0.203182,0
1642,0,-0.237401,0
1643,1,0.930453,1
1644,1,-1.183596,0
1645,1,0.931178,0
1646,1,0.247736,1
1647,1,0.105674,0
1648,1,0.40405,0
1649,0,-0.795668,0
1650,1,-0.364809,0
1651,1,-0.941329,0
1652,0,0.977885,0
1653,0,0.617747,0
1654,0,-0.752005,0
1655,1,0.136192,0
1656,1,-0.878637,0
1657,0,-1.202667,0
1658,1,-1.31052,0
1659,0,1.635831,1
1660,0,-0.319636,0
1661,0,-0.639701,0
1662,1,-0.452338,1
1663,0,-2.12292,0
1664,0,-2.472489,0
1665,0,-0.983726,0
1666,1,-0.773212,0
1667,1,0.017344,1
1668,1,0.72209,1
1669,1,0.583262,1
1670,0,-1.518014,0
1671,0,-0.289028,0
1672,0,0.589186,1
1673,0,0.836916,1
1674,1,1.065438,1
1675,0,-0.438793,0
1676,0,1.720774,1
1677,1,0.565994,1
1678,1,1.552733,0
1679,0,0.127289,1
1680,1,-0.690993,0
1681,1,1.099736,1
1682,1,-1.36514,0
1683,1,0.290315,0
1684,0,0.382563,0
1685,0,-0.422313,1
1686,1,-0.974403,1
1687,1,-0.734969,1
1688,0,0.497099,0
1689,1,0.748486,1
1690,0,0.405662,1
1691,1,0.923308,1
1692,0,0.161179,0
1693,0,-0.383511,0
1694,1,0.878037,1
1695,0,-1.501097,0
1696,0,-0.450481,0
1697,0,0.477458,0
1698,0,-0.005844,0
1699,0,-1.469156,0
1700,0,-1.675996,0
1701,1,0.970304,0
1702,1,0.622614,1
1703,1,-0.475955,0
1704,1,-0.009707,0
1705,0,-1.389958,0
1706,0,-0.72703,1
1707,0,0.018349,1
1708,1,0.475708,0
1709,0,-0.682227,0
1710,0,0.163502,0
1711,0,-1.106073,0
1712,0,0.640659,0
1713,0,0.961633,0
1714,1,-1.276465,0
1715,0,-1.796836,0
1716,1,-0.035547,1
1717,1,0.348631,1
1718,0,-0.779022,0
1719,1,0.198364,1
1720,0,-0.496697,1
1721,0,1.846542,0
1722,1,0.145433,1
1723,0,-0.350886,0
1724,0,-0.173573,0
1725,0,-0.073674,0
1726,1,0.795698,0
1727,1,-0.432564,0
1728,1,1.282153,1
1729,1,0.057984,1
1730,0,-0.655798,0
1731,0,0.155121,1
1732,0,-1.438826,0
1733,0,0.031661,0
1734,1,-0.159373,1
1735,0,0.346424,0
1736,0,0.81013,1
1737,0,-0.032382,0
1738,1,-0.384711,1
1739,0,-0.414289,0
1740,0,0.520707,0
1741,1,-0.854521,0
1742,1,1.329442,0
1743,0,0.123267,0
1744,0,-0.286807,0
1745,0,-0.258658,0
1746,0,-0.740504,0
1747,0,0.386039,0
1748,1,-0.335784,0
1749,0,-0.260062,0
1750,0,1.771652,0
1751,0,0.273305,1
1752,1,2.337226,1
1753,0,-1.516561,0
1754,0,0.608886,0
1755,1,-1.205739,1
1756,0,-1.170373,0
1757,1,1.215178,1
1758,0,-0.99891,0
1759,0,-0.366923,0
1760,0,-1.142829,0
1761,0,-1.275904,0
1762,0,-1.638123,0
1763,0,-0.85156,1
1764,0,1.009706,1
1765,1,1.919698,1
1766,0,0.040445,0
1767,0,-0.516317,0
1768,0,-1.048034,0
1769,1,0.725511,1
1770,1,1.418003,1
1771,1,0.736056,1
1772,0,0.960498,0
1773,0,-1.197612,0
1774,1,-0.313149,0
1775,0,2.077303,1
1776,1,-0.075767,1
1777,0,0.451575,1
1778,0,-0.033279,1
1779,0,-0.09858,1
1780,0,-1.318168,0
1781,1,2.017035,1
1782,1,0.275212,0
1783,0,-2.769606,0
1784,1,-0.224851,0
1785,0,1.263349,1
1786,1,0.396652,0
1787,1,1.96156,1
1788,1,-0.365983,1
1789,1,0.185598,1
1790,1,-0.790938,0
1791,1,-1.157364,1
1792,1,-0.17943,0
1793,0,0.680165,0
1794,0,-0.146187,0
1795,0,-0.332721,0
1796,1,0.190216,1
1797,1,1.353533,1
1798,1,0.119945,0
1799,1,0.362081,1
1800,1,0.070572,0
1801,1,0.495922,1
1802,0,-0.708972,1
1803,0,-1.361712,0
1804,1,0.122348,0
1805,1,0.684964,1
1806,0,0.420345,0
1807,0,-2.212386,0
1808,0,0.499783,0
1809,1,-1.119603,0
1810,1,-1.138225,0
1811,0,-1.267853,0
1812,0,-0.868934,0
1813,0,0.037511,0
1814,1,-0.144564,1
1815,0,-0.983357,1
1816,0,-0.990587,0
1817,1,0.089506,0
1818,1,-0.304571,0
1819,1,-0.636286,1
1820,1,2.584924,1
1821,1,-0.824662,0
1822,0,-0.137028,0
1823,1,-0.548235,0
1824,1,-0.112594,0
1825,0,-1.557072,0
1826,0,0.114933,0
1827,0,0.607755,0
1828,1,0.028025,1
1829,0,-1.384065,0
1830,0,0.246968,1
1831,1,-0.840193,0
1832,1,1.044932,1
1833,0,-0.412294,1
1834,1,-0.756597,1
1835,1,-0.178783,1
1836,0,-0.136565,0
1837,1,-0.372687,1
1838,1,0.466554,1
1839,0,-0.90952,1
1840,0,-0.130211,0
1841,1,0.783023,0
1842,1,1.045187,1
1843,0,-0.59059,0
1844,1,-0.122212,1
1845,1,-0.32221,1
1846,0,1.062628,0
1847,0,0.935875,0
1848,0,-2.179363,0
1849,0,-2.287646,0
1850,0,1.470535,1
1851,0,2.753314,1
1852,1,-0.644739,0
1853,0,-1.649979,0
1854,1,-1.876237,0
1855,0,0.208055,0
1856,0,-1.419827,0
1857,1,0.098459,1
1858,1,0.284032,1
1859,1,0.844016,1
1860,1,-0.434357,1
1861,0,-0.113751,0
1862,0,-0.896941,0
1863,1,1.180768,0
1864,1,1.212287,1
1865,1,0.74212,0
1866,0,1.205486,1
1867,1,-1.235107,0
1868,1,0.298617,0
1869,1,-0.329662,1
1870,1,0.92922,0
1871,0,-0.340914,0
1872,1,0.670326,1
1873,0,0.1401,0
1874,0,-0.198695,0
1875,0,-1.744088,0
1876,1,0.481409,1
1877,1,-0.689274,1
1878,1,0.338442,0
1879,1,0.94156,1
1880,0,-0.967729,0
1881,0,-0.313604,0
1882,1,0.263254,1
1883,1,0.145307,1
1884,0,0.53537,0
1885,0,0.036415,0
1886,0,1.16321,0
1887,1,0.801555,0
1888,1,-0.607242,0
1889,0,-2.12327,0
1890,1,0.166306,1
1891,0,1.8881,1
1892,1,0.387968,0
1893,0,0.336762,0
1894,0,0.147826,0
1895,0,-0.989841,0
1896,0,0.165425,0
1897,1,1.282679,1
1898,0,1.290342,0
1899,1,1.212114,0
1900,0,1.132722,1
1901,0,-1.80485,0
1902,1,-0.181869,0
1903,0,0.047881,1
1904,1,-0.279346,1
1905,0,-0.805532,0
1906,1,0.716925,1
1907,0,0.209356,1
1908,1,1.328095,1
1909,1,0.878291,0
1910,1,-0.929078,0
1911,1,1.641627,0
1912,1,0.878123,1
1913,0,-0.730791,0
1914,1,0.196729,0
1915,0,-1.31869,0
1916,0,-0.57501,0
1917,1,0.901592,1
1918,0,-1.175492,0
1919,1,-0.69055,0
1920,1,0.712695,1
1921,1,-1.091282,0
1922,1,-0.030879,1
1923,1,1.039828,1
1924,0,-0.967883,1
1925,1,1.617968,1
1926,0,-1.153447,0
1927,1,0.759699,1
1928,1,0.247484,0
1929,1,0.254586,0
1930,0,1.29227,0
1931,1,-0.048806,1
1932,1,1.85056,1
1933,0,-0.925895,0
1934,1,0.967279,1
1935,1,-0.389614,0
1936,0,-0.444663,0
1937,1,1.322362,1
1938,1,0.124782,0
1939,1,1.237871,1
1940,1,1.10024,1
1941,0,0.191599,0
1942,0,0.1486,1
1943,1,-0.066419,0
1944,0,0.373362,0
1945,0,0.066371,0
1946,1,-1.590608,0
1947,1,0.675715,1
1948,0,0.281624,1
1949,0,-1.469057,0
1950,1,-1.01773,0
1951,0,-0.730053,0
1952,1,0.608806,0
1953,0,0.098424,0
1954,1,0.109053,0
1955,0,1.294601,0
1956,1,-1.569064,0
1957,1,-1.636348,0
1958,1,-0.289367,1
1959,0,-0.492004,1
1960,1,0.895241,1
1961,0,1.340569,0
1962,0,-0.821236,0
1963,0,1.738036,0
1964,0,0.00122,0
1965,1,0.634842,1
1966,0,-1.480072,0
1967,1,0.278948,1
1968,1,-1.211014,1
1969,1,-0.49935,0
1970,1,0.807495,1
1971,1,1.406827,1
1972,0,0.632911,0
1973,1,0.698348,0
1974,1,0.689632,0
1975,0,-0.752765,0
1976,0,0.706863,0
1977,1,0.901645,1
1978,1,1.032978,1
1979,0,0.8645,1
1980,1,1.226245,1
1981,1,-0.143583,1
1982,1,1.163319,0
1983,1,2.21029,1
1984,0,0.303021,0
1985,1,0.432868,1
1986,1,0.146239,0
1987,0,-1.559507,0
1988,0,-1.468941,0
1989,1,0.679424,0
1990,1,1.476585,0
1991,0,-0.867619,0
1992,0,-0.259027,1
1993,0,0.064521,0
1994,0,-0.813214,0
1995,0,-1.024301,0
1996,1,0.50141,1
1997,1,0.062223,1
1998,0,-0.30586,0
1999,1,0.015988,0
2000,0,-1.335809,0
2001,1,0.895294,0
2002,1,-0.040136,0
2003,1,0.679095,1
2004,1,0.642917,1
2005,1,0.05812,1
2006,0,-0.503816,0
2007,0,-0.352089,0
2008,0,-1.319839,1
2009,1,-0.371344,0
2010,1,1.141398,0
2011,0,-0.145686,0
2012,0,-1.188749,0
2013,1,3.055416,1
2014,0,0.304958,1
2015,0,0.118894,0
2016,0,0.14297,0
2017,0,-0.907623,0
2018,1,0.874919,1
2019,0,-0.88734,0
2020,0,0.476987,1
2021,1,-1.288265,0
2022,1,0.004602,0
2023,1,0.5943,1
2024,0,-1.487911,0
2025,0,0.530565,1
2026,0,-0.262621,0
2027,0,0.363638,0
2028,1,0.378414,1
2029,0,-0.1539,0
2030,1,0.779373,1
2031,1,1.041073,1
2032,0,-0.071786,0
2033,0,-0.061722,0
2034,0,-1.934457,1
2035,1,0.31409,0
2036,1,1.453612,1
2037,0,-1.153821,0
2038,1,-1.17832,0
2039,1,0.902878,0
2040,1,1.314713,0
2041,1,1.01467,0
2042,1,1.090825,1
2043,1,-0.05259,0
2044,1,0.272891,0
2045,0,-1.629524,0
2046,0,-0.988046,1
2047,1,-0.109305,0
2048,1,0.566908,1
2049,0,-2.532655,0
2050,1,0.53758,0
2051,0,-0.381283,0
2052,1,0.449519,1
2053,0,0.476809,1
2054,1,1.47803,1
2055,0,-2.77002,0
2056,1,-1.184939,0
2057,1,0.345824,1
2058,0,-1.070059,0
2059,1,-1.269878,0
2060,1,-0.280885,0
2061,1,1.081885,0
2062,0,-0.323994,0
2063,1,0.461508,0
2064,1,2.220065,0
2065,1,0.373979,0
2066,0,-0.265811,1
2067,1,0.868003,0
2068,0,-0.198761,1
2069,1,1.174623,0
2070,1,-0.456114,1
2071,0,0.442104,1
2072,1,-0.883294,0
2073,0,-1.036953,0
2074,0,1.077898,0
2075,0,1.253204,1
2076,1,0.484796,1
2077,1,1.136846,1
2078,0,0.49552,1
2079,1,1.563421,1
2080,1,0.257464,1
2081,0,-0.720823,0
2082,0,0.321378,0
2083,1,1.920531,1
2084,0,0.647681,1
2085,0,-0.712036,0
2086,0,-0.06431,0
2087,1,-0.07346,0
2088,1,1.479625,1
2089,1,2.101772,1
2090,1,1.171453,1
2091,1,0.174652,1
2092,1,0.335234,0
2093,1,0.641857,1
2094,0,-1.426752,0
2095,1,-0.537205,1
2096,1,0.561605,0
2097,1,-0.969736,0
2098,1,1.611887,1
2099,0,1.560404,0
2100,0,0.347929,0
2101,0,0.158605,0
2102,1,0.928267,0
2103,0,-1.046326,0
2104,0,0.097617,0
2105,0,-0.273575,0
2106,1,-0.986651,1
2107,0,-0.983436,0
2108,1,1.813062,0
2109,1,0.218206,0
2110,0,-0.629077,0
2111,1,0.492102,1
2112,0,0.250667,1
2113,1,0.361246,0
2114,0,-0.56808,1
2115,0,-1.542718,0
2116,0,0.334865,0
2117,1,-0.813375,0
2118,1,0.495248,1
2119,1,-0.888559,1
2120,1,-0.138594,0
2121,1,-0.226864,0
2122,1,0.029424,1
2123,1,-1.437779,0
2124,0,-1.516508,0
2125,1,0.677193,1
2126,0,-1.337324,0
2127,0,0.598992,0
2128,0,0.957399,0
2129,1,1.419135,1
2130,0,1.31371,1
2131,1,-0.833638,1
2132,0,1.415,1
2133,1,0.917963,1
2134,0,-1.342335,0
2135,1,1.280042,1
2136,1,-0.141559,1
2137,0,0.662334,0
2138,0,1.784831,1
2139,0,-1.252514,0
2140,1,-0.08168,1
2141,0,0.15369,1
2142,0,-0.205246,0
2143,0,-0.367998,0
2144,0,1.232632,1
2145,0,-0.315604,0
2146,0,-1.405345,0
2147,0,-2.168969,0
2148,0,-0.26851,0
2149,0,0.191663,0
2150,1,1.004334,1
2151,1,0.829366,1
2152,0,-1.039654,0
2153,0,0.879633,1
2154,1,0.275683,0
2155,1,-0.498063,0
2156,0,-0.572026,0
2157,1,-0.621875,0
2158,1,-0.289482,0
2159,0,-0.218074,0
2160,1,0.941622,0
2161,0,0.360208,1
2162,0,1.11298,1
2163,1,1.009994,1
2164,0,-0.599575,0
2165,0,-0.316005,0
2166,0,-1.309967,0
2167,0,1.382524,0
2168,0,-0.381428,0
2169,1,1.509494,1
2170,0,0.463887,0
2171,1,-0.683089,1
2172,1,0.380145,0
2173,0,1.209487,0
2174,1,-0.236279,1
2175,1,0.43463,1
2176,1,-0.240648,1
2177,0,-0.852144,0
2178,0,-0.458513,0
2179,1,0.29855,0
2180,0,0.683622,1
2181,0,0.179373,1
2182,0,-1.101031,0
2183,1,-1.092198,0
2184,0,-0.777512,0
2185,0,-0.453058,0
2186,0,-0.992985,0
2187,1,0.125542,0
2188,1,0.455838,0
2189,0,-2.007149,0
2190,0,-1.154164,0
2191,1,1.876758,1
2192,1,0.275935,1
2193,0,0.449291,1
2194,1,1.677178,1
2195,1,-2.466644,1
2196,1,0.459026,0
2197,0,-1.546369,0
2198,0,0.079701,1
2199,0,-1.147171,0
2200,1,-0.178192,0
2201,1,-1.856906,1
2202,1,1.100249,1
2203,1,0.75738,1
2204,0,-0.387963,1
2205,1,1.861787,1
2206,0,-0.018864,0
2207,0,0.064061,1
2208,1,0.21969,0
2209,1,0.375995,0
2210,1,0.591584,0
2211,1,-0.561746,0
2212,0,1.009738,0
2213,0,-0.746689,0
2214,0,0.63544,1
2215,1,-1.743875,0
2216,1,1.033003,1
2217,0,0.710562,1
2218,1,-1.120398,0
2219,0,0.240254,0
2220,1,-0.51299,1
2221,1,-1.710007,1
2222,1,0.0624,1
2223,0,-0.085325,0
2224,1,-0.913718,0
2225,0,-0.656942,0
2226,1,-0.649655,1
2227,0,0.615336,1
2228,1,0.407241,0
2229,0,0.913605,0
2230,1,1.369658,1
2231,0,-0.559899,0
2232,1,-0.341422,1
2233,1,0.904363,1
2234,1,-0.898773,0
2235,0,0.838703,0
2236,1,0.575525,0
2237,1,0.208891,1
2238,1,1.185496,0
2239,0,-1.95253,0
2240,1,-1.049943,0
2241,0,0.355398,0
2242,1,1.579259,1
2243,1,-0.453159,0
2244,1,0.043228,1
2245,0,-1.123702,0
2246,1,0.915344,1
2247,1,1.778082,1
2248,1,0.480224,0
2249,1,0.682969,1
2250,1,0.704287,0
2251,1,1.18294,1
2252,1,-0.395416,0
2253,0,0.22506,0
2254,0,-0.4144,0
2255,1,0.401967,0
2256,0,-0.024288,0
2257,0,-0.847058,0
2258,0,-0.430114,0
2259,0,-0.043788,0
2260,0,-2.202404,0
2261,1,-0.784536,0
2262,0,0.276434,1
2263,0,0.855197,0
2264,0,-1.588037,0
2265,0,-0.891334,0
2266,1,-1.539868,0
2267,1,1.794381,1
2268,1,-0.216558,1
2269,1,0.470313,1
2270,1,1.226687,1
2271,1,1.435483,0
2272,0,-1.028365,0
2273,1,0.675116,1
2274,1,1.406469,0
2275,0,-0.123859,1
2276,1,0.161021,0
2277,1,2.868638,1
2278,0,0.552839,1
2279,1,-0.468051,0
2280,1,2.045479,1
2281,0,0.9759,1
2282,1,-0.303808,0
2283,1,-0.501472,1
2284,1,-0.216304,0
2285,1,-1.615681,0
2286,0,-0.191097,1
2287,1,1.25422,1
2288,1,1.461535,1
2289,0,-0.188117,1
2290,1,0.402258,0
2291,1,0.058104,0
2292,0,0.455369,0
2293,1,-0.178498,1
2294,0,1.315996,1
2295,1,-0.527303,0
2296,1,-0.165697,0
2297,1,-0.739878,0
2298,1,0.105768,1
2299,1,0.919395,1
2300,1,-0.351916,1
2301,1,0.956889,1
2302,0,-1.339882,0
2303,0,-0.869367,0
2304,1,-0.143336,0
2305,0,1.111153,1
2306,0,-1.323035,0
2307,0,0.709759,0
2308,0,0.414594,0
2309,1,0.146755,0
2310,1,-0.895461,0
2311,1,-1.055443,0
2312,1,1.596269,1
2313,1,-1.448253,0
2314,1,0.7972,1
2315,0,0.932438,1
2316,1,-0.461013,0
2317,1,-0.172549,0
2318,0,-0.646118,0
2319,1,0.135635,1
